smiles,logD,pH
ON=C(NC1CCCCC1)c1ccccc1,3.9,7.4
ON=C(NC1CCCCC1)c1ccccc1-c1ccccc1,4.53,7.4
ON=C(NC1CCCCC1)c1cccnc1,2.82,7.4
CC(C)(C)CNC(=NO)c1ccccc1-c1ccccc1,4.67,7.4
ON=C(NCC1CC1)c1ccccc1-c1ccccc1,4.0,7.4
ON=C(Nc1ccccc1)c1ccccc1-c1ccccc1,4.32,7.4
ON=C(NC1CCCCC1)c1cccc2ccccc12,4.43,7.4
Cc1ncc(CO)c(CO)c1O,-0.51,7.4
Cc1[nH]ccc(=O)c1O,-0.5,7.4
CCc1[nH]ccc(=O)c1O,0.05,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@@H](c1cccc(O)c1)c1ccc2c(c1)CN(C(=O)C(=O)O)CC2,1.6,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@@H](c1cccc(O)c1)c1ccc2c(c1)CN(C(=O)CC(=O)O)CC2,0.4,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@@H](c1cccc(O)c1)c1ccc2c(c1)CN(CC(=O)O)CC2,2.1,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@@H](c1cccc(O)c1)c1ccc2c(c1)CN(CCC(=O)O)CC2,2.1,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@H](c1ccc(-c2ccccc2C(=O)O)cc1)c1cccc(O)c1,2.3,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@H](c1ccc(CC(=O)O)cc1)c1cccc(O)c1,1.1,7.4
C[C@H]1CN(Cc2ccccc2)[C@H](C)CN1[C@H](c1ccc(CCC(=O)O)cc1)c1cccc(O)c1,2.1,7.4
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,4.01,7.4
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]21C,3.42,7.4
NCCn1ncc2ccc(O)cc21,0.254,7.4
C[C@H](N)Cn1ncc2ccc(O)cc21,0.693,7.4
CC(=O)Nc1ccc(O)cc1,0.51,7.4
CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,5.07,7.4
Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,2.7,7.4
NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,-1.38,7.4
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)NC(CCC(N)=O)C(N)=O,-2.59,7.4
CC(=O)NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,1.64,7.4
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,1.08,7.4
Oc1ccccc1,1.54,7.4
O=C(O)c1ccccc1O,-2.14,7.4
Oc1cccnc1,0.52,7.4
Cc1ccc2c(c1)c(-c1ccnc3c(S(C)(=O)=O)cccc13)c(C)n2CC(=O)O,0.3,7.4
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,-0.09,7.4
CC(C)c1nc(-c2cccc(S(C)(=O)=O)c2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],-0.6,7.4
CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@H](c2ccc(S(C)(=O)=O)cc2)c2cc(F)cc(F)c2)CC1,2.2,7.4
CCS(=O)(=O)CCN1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3,2.3,7.4
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-0.23,7.4
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,-0.11,7.4
NS(=O)(=O)c1ccc(Cn2cnc3ccccc32)cc1,1.04,7.4
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,1.91,7.4
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,-1.17,7.4
CS(=O)(=O)NCc1noc(C(CCCC2CCCCC2)CC(O)=NO)n1,2.3,7.4
CS(=O)(=O)Nc1cccc(Cn2cnc3ccccc32)c1,2.08,7.4
O=S(=O)(Nc1ccc2c(-c3ccncc3)c[nH]c2c1)c1ccccc1,2.01,7.4
CCOC(=O)CCC(NC(=O)c1ccc(S(=O)(=O)Nc2ccc3[nH]c(=N)[nH]c(=O)c3c2)cc1)C(=O)OCC,2.46,7.4
CN(C)CCc1c[nH]c2ccc(Cc3nc(-c4ccc(NS(C)(=O)=O)cc4)no3)cc12,1.22,7.4
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,-1.38,7.4
CN(C)CCc1c[nH]c2ccc(-c3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,1.25,7.4
CS(=O)(=O)Nc1ccc(Cc2noc(-c3ccc4[nH]cc(CCN)c4c3)n2)cc1,0.25,7.4
CN(C)CCc1c[nH]c2ccc(Cc3nc(Cc4ccc(NS(C)(=O)=O)cc4)no3)cc12,0.5,7.4
CC(C)NC[C@@H](O)c1ccc(NS(C)(=O)=O)cc1,-1.19,7.4
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2)ccc1O,-0.13,7.4
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)N=c3cccc[nH]3)cc2)ccc1O,0.08,7.4
Nc1ccc(S(=O)(=O)N=c2nccc[nH]2)cc1,-0.6,7.4
Cc1[nH]oc(=NS(=O)(=O)c2ccc(N)cc2)c1C,-0.56,7.4
CN(C)Cc1cc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)ccc1O,0.11,7.4
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.68,7.4
NS(=O)(=O)c1cc(S(=O)(=O)c2ccc(O)cc2)co1,0.79,7.4
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,2.3,7.4
COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,2.22,7.4
O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,1.33,7.4
CSc1ccc2ncn(/C=C/C(=O)O)c(=O)c2c1,-1.05,7.4
CSc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.09,7.4
CCSc1nc2ccccc2c(=O)o1,3.0,7.4
CCSc1nc2cccc(C)c2c(=O)o1,3.6,7.4
O=c1oc(SCc2ccccc2)nc2ccccc12,3.6,7.4
CN=C(NC#N)NCCSCc1[nH]cnc1C,0.33,7.4
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.39,7.4
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,-0.53,7.4
COc1ccc(OCCOS(=O)(=O)c2ccc(C)cc2)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,4.65,7.4
N=c1[nH]c(=N)c2c(Sc3ccc4ccccc4c3)cccc2[nH]1,4.41,7.4
c1ccc(-c2nnc(Sc3ccnc(N4CCN(c5ccncc5)CC4)n3)n2CCCN2CCOCC2)nc1,2.08,7.4
c1ccc(Cc2nnc(Sc3ccnc(N4CCN(c5ccncc5)CC4)n3)n2CCN2CCOCC2)cc1,2.18,7.4
CN(C(=O)C1C(=O)c2ccccc2S(=O)(=O)N1C)c1ccccn1,0.2,7.4
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2ccccc2S1(=O)=O,0.09,7.4
CN(C)CCc1c[nH]c2ccc(CN3CCCN(C)S3(=O)=O)cc12,-0.02,7.4
CC(C)N1CCN(Cc2ccc3[nH]cc(CCN(C)C)c3c2)S1(=O)=O,0.16,7.4
CN(C)CCc1c[nH]c2ccc(CCN3CCN(C)S3(=O)=O)cc12,-0.57,7.4
CN(C)CCc1c[nH]c2ccc(CN3CCN(C)S3(=O)=O)cc12,-0.68,7.4
CNCCc1c[nH]c2ccc(CN3CCN(C)S3(=O)=O)cc12,-1.71,7.4
CN(C)CCc1c[nH]c2ccc(N3CCN(C)S3(=O)=O)cc12,-0.92,7.4
CC(=O)Nc1ccc(CN2CCN(Cc3ccc4[nH]cc(CCN(C)C)c4c3)S2(=O)=O)cc1,0.42,7.4
O=C1NS(=O)(=O)c2ccccc21,-1.0,7.4
CN(C)CCc1c[nH]c2ccc(CN3CC(C)(C)NS3(=O)=O)cc12,-0.39,7.4
CN(C)CCc1c[nH]c2ccc(CN3C(C)(C)CNS3(=O)=O)cc12,-0.78,7.4
CN(C)CCc1c[nH]c2ccc(CN3CCNS3(=O)=O)cc12,-0.97,7.4
N=c1ccn([C@@H]2CS[C@H](CO)O2)c(=O)[nH]1,-0.92,7.4
CN(C)CC/C=C1/c2ccccc2CSc2ccccc21,2.66,7.4
N=C(N)NCCCC(NC(=O)C1CCCN1C(=O)C1CSSCCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,-1.95,7.4
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,-1.77,7.4
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,-1.0,7.4
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,-2.56,7.4
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-1.85,7.4
CC1SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,-0.62,7.4
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,2.22,7.4
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.85,7.4
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3.34,7.4
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,3.61,7.4
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.48,7.4
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,2.77,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,1.5,7.4
O=c1[nH]c2c(O)ccc(CCNCCCSCCOCCc3ccccc3)c2s1,2.92,7.4
O=c1[nH]c2c(O)ccc(CCNCCS(=O)(=O)CCCOCCc3ccccc3)c2s1,2.51,7.4
S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1,2.59,7.4
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,5.4,7.4
Cc1cccc(NC(=S)Oc2ccc3ccccc3c2)c1,5.4,7.4
C[N+]1(C)C2CCC1CC(OC(=O)C1c3ccccc3Oc3ccccc31)C2.[Br-],-1.45,7.4
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-],-1.07,7.4
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21.[Br-],-1.1,7.4
Fc1ccc2c(c1)C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1.[Cl-],0.75,7.4
Oc1ccc2c(c1)C1c3cccc[n+]3C2CC1(c1ccoc1)c1ccoc1.[Cl-],0.32,7.4
Cc1cc(F)ccc1-c1c(-c2ccc(F)cc2)nc(C(C)C)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],0.86,7.4
CNc1cccc(-c2nc(C(C)C)n(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c2-c2ccc(F)cc2)c1.[Na+],-0.05,7.4
CC(C)c1nc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],0.72,7.4
O=C([O-])C[C@H](O)C[C@H](O)/C=C/n1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1.[Na+],0.73,7.4
CC(C)c1nc(-c2cccnc2)c(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],-0.43,7.4
CC(C)c1c(-c2ccc(F)cc2)nc(-c2ccc(F)cc2)n1/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-].[Na+],0.83,7.4
CCNCCC[N+]12CCS[Re-]13([OH2+])SCCN3C(=O)C2,0.3,7.4
Cc1ccc(-n2[nH]c([Si](C)(C)C)cc2=NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,4.7,7.4
CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(OC)cc1)SCC2,2.77,7.4
COc1ccc(S[Tc-]23([OH2+])SCC[N+]2(CCN(C)C)CCS3)cc1,2.38,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(SCc1ccc(OC)cc1)SCC2,2.61,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(SCc1ccc(C(C)(C)C)cc1)SCC2,2.53,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(SCc1ccccc1)SCC2,2.38,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(C)c(C)c1)SCC2,2.65,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1cccc(OC)c1)SCC2,2.58,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc3ccccc3c1)SCC2,2.66,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(Br)cc1)SCC2,2.87,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(OC)cc1)SCC2,2.59,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(C(C)(C)C)cc1)SCC2,2.97,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(C(C)C)cc1)SCC2,2.83,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(C)cc1)SCC2,2.66,7.4
CCc1ccc(S[Tc-]23([OH2+])SCC[N+]2(CCN(CC)CC)CCS3)cc1,2.7,7.4
CCCCc1ccc(S[Tc-]23([OH2+])SCC[N+]2(CCN(CC)CC)CCS3)cc1,2.99,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccccc1)SCC2,2.63,7.4
CCN(CC)CC[N+]12CCS[Tc-]1([OH2+])(Sc1ccccc1OC)SCC2,2.6,7.4
COCC[N+]12CCS[Tc-]1([OH2+])(Sc1ccc(OC)cc1)SCC2,2.81,7.4
CCCCNCC[N+]12CCS[Tc-]13([OH2+])SCCN3C(=O)C2,1.9,7.4
c1ccc(CN2CCc3[nH]ccc3C2)cc1,1.59,7.4
Cc1ccc2[nH]c(C3CCCNC3)c(-c3ccncc3)c2c1,2.18,7.4
CC1CN(C)C(C)c2cc[nH]c21,-0.41,7.4
c1ccc2c(-c3ccncc3)c[nH]c2c1,2.81,7.4
Cc1nccn1-c1ccc2[nH]cc(CCN(C)C)c2c1,-0.13,7.4
CN(C)CCc1c[nH]c2ccc(-n3cncn3)cc12,-0.34,7.4
CN(C)CCc1c[nH]c2ccc(Cc3ncnn3C)cc12,-0.75,7.4
CN(C)CCc1c[nH]c2ccc(Cc3nnn(C)n3)cc12,-0.51,7.4
CCn1nnc(Cc2ccc3[nH]cc(CCN(C)C)c3c2)n1,0.02,7.4
CN(C)CCc1c[nH]c2ccc(Cc3nnnn3C)cc12,-0.94,7.4
CCn1nnnc1Cc1ccc2[nH]cc(CCN(C)C)c2c1,-0.43,7.4
CN(C)CCc1c[nH]c2ccc(Cn3nccn3)cc12,-0.2,7.4
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,-0.74,7.4
CN(C)CCc1c[nH]c2ccc(Cn3ncnn3)cc12,-0.34,7.4
CN(C)CCc1c[nH]c2ccc(Cn3ccnn3)cc12,-0.7,7.4
CN(C)CCc1c[nH]c2ccc(Cn3cnnn3)cc12,-0.64,7.4
Cc1ncc[nH]1,-0.99,7.4
N=c1cc(-c2nc(=N)[nH][nH]2)cc[nH]1,0.11,7.4
c1cnc(Cc2cccc(-c3nn[nH]n3)c2)nc1,-1.28,7.4
c1cc(Cn2cnc3ccccc32)cc(-c2nn[nH]n2)c1,0.27,7.4
c1ccc2ccccc2c1,3.37,7.4
c1ccccc1,2.13,7.4
C1=C(c2nc3ccccc3n3cccc23)CCCC1,4.12,7.4
C=Cc1nc2ccccc2n2cccc12,3.08,7.4
CCCc1nc2ccccc2n2cccc12,3.35,7.4
CCCCCc1nc2ccccc2n2cccc12,4.04,7.4
CN(CCCN=c1[nH]c2ccccc2n2cccc12)CCCN=c1[nH]c2ccccc2n2cccc12,4.12,7.4
c1ccc2c(c1)[nH]c(=NCCCN1CCN(CCCN=c3[nH]c4ccccc4n4cccc34)CC1)c1cccn12,2.52,7.4
C/C=C\c1nc2ccccc2n2cccc12,3.3,7.4
C/C=C/c1nc2ccccc2n2cccc12,3.44,7.4
CCC/C=C/c1nc2ccccc2n2cccc12,4.44,7.4
C(=C/c1nc2ccccc2n2cccc12)\c1ccccc1,4.84,7.4
c1ccc(-c2nc3ccccc3n3cccc23)cc1,3.6,7.4
c1cnc2nccn2c1,-0.2,7.4
c1ccn2ccnc2c1,0.8,7.4
N=c1[nH]c(N)ccc1N=Nc1ccccc1,3.31,7.4
N=c1[nH]c(=N)c2nc(-c3ccccc3)c(=N)[nH]c2[nH]1,1.21,7.4
Cc1c(N2CCCCCC2)[nH]c(C2CC2)nc1=NC1CC1,2.9,7.4
N=c1c2c([nH]c3ccccc13)CCCC2,0.34,7.4
c1ccc2nc3ccccc3cc2c1,3.29,7.4
C/C=C/c1ccc2ccccc2n1,2.23,7.4
c1ccc2ncccc2c1,2.09,7.4
Nc1cccc(Cn2cnc3ccccc32)c1,1.92,7.4
N#Cc1cccc(Cn2cnc3ccccc32)c1,2.47,7.4
NCc1cccc(Cn2cnc3ccccc32)c1,0.21,7.4
c1ccc(Cn2cnc3ccccc32)cc1,2.91,7.4
c1ccc2c(-c3ccc(CNCC4CCNC4)cc3)cncc2c1,1.52,7.4
CN1CCC[C@@H]1c1cccnc1,0.45,7.4
c1ccncc1,0.57,7.4
N#Cc1cccc(Cc2ncccn2)c1,1.46,7.4
N=C(N)c1cccc(Cc2ncccn2)c1,-1.03,7.4
NCc1cccc(Cc2ncccn2)c1,-1.11,7.4
Cn1ccnc1,-0.06,7.4
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,4.77,7.4
N#Cc1cccc(Cn2ccnc2)c1,1.01,7.4
c1ccc(Cn2ccnc2)cc1,1.78,7.4
c1ccc(-c2ccc([C@@H](c3ccccc3)n3ccnc3)cc2)cc1,4.77,7.4
N#Cc1cccc(Cn2cccn2)c1,1.74,7.4
NCc1cccc(Cn2cccn2)c1,-0.77,7.4
Cc1ccc(C)n1N=c1ccc(N(C)C)n[nH]1,2.18,7.4
CCN(CC)c1ccc(=Nn2c(C)ccc2C)[nH]n1,2.73,7.4
C=CCN(CC=C)c1ccc(=Nn2c(C)ccc2C)[nH]n1,1.7,7.4
Cc1ccc(C)n1N=c1ccc(N2CCCC2)n[nH]1,2.45,7.4
Cc1ccc(C)n1N=c1ccc(N2CCCCC2)n[nH]1,3.13,7.4
Cc1ccc(C)n1N=c1ccc(N2CCN(C)CC2)n[nH]1,1.94,7.4
Cc1ccc(C)n1N=c1ccc(N2CCNCC2)n[nH]1,1.44,7.4
O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccc2ccccc2c1,3.02,7.4
CCOc1ccc(OCc2ccc(C(=O)NNC(=O)c3ccc([N+](=O)[O-])o3)cc2)cc1,4.32,7.4
O=[N+]([O-])c1ccc(C=NO)o1,1.28,7.4
Cc1cccc(-c2nc(CNCCC3CCCN3C)c(C)o2)c1,3.3,7.4
Cc1ccc(-c2nc(CNCCC3CCCN3C)c(C)o2)cc1,3.3,7.4
O=C(CCC1CCCCC1)Nc1cccc(-c2nnc(-c3ccco3)o2)c1,6.84,7.4
CCN1CCc2[nH]c(=N)oc2CC1,0.05,7.4
OC(O)c1ccc2c3[n+]4ccccc4c(c2c1)C(c1ccoc1)(c1ccoc1)C3,1.76,7.4
CCCCCC(C)NCc1coc(-c2cccc(OC)c2)n1,4.32,7.4
CCCCCC(C)NCc1coc(-c2cccc(OCC)c2)n1,4.83,7.4
CCCCCC(C)NCc1coc(-c2ccc(OC(C)C)cc2)n1,4.56,7.4
CCCCCC(C)NCc1coc(-c2ccc(OC)cc2)n1,4.16,7.4
CCCCCC(C)NCc1coc(-c2ccc(OCC(=O)c3ccccc3)cc2)n1,4.16,7.4
CCCCCC(C)NCc1coc(-c2ccc(OCC)cc2)n1,4.95,7.4
CCOc1ccc(-c2nc(CNC3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,5.22,7.4
CCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,5.5,7.4
CCCCCC(C)NCc1coc(-c2ccc(OCCCC)cc2)n1,5.01,7.4
CCCCOc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,5.34,7.4
CCCCOc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,4.64,7.4
CCCCCOc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,6.02,7.4
CCCCCOc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,5.2,7.4
CCCCCOc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,6.45,7.4
CCCCCOc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,6.5,7.4
CCCCCC(C)NCc1coc(-c2ccc(Oc3ccccc3)cc2)n1,4.67,7.4
CCCCCC(C)NCc1coc(-c2ccc(-c3ccccc3)cc2)n1,4.94,7.4
CC(C)(C)c1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,5.41,7.4
CCCCCC(C)NCc1coc(-c2ccc(C)cc2)n1,4.66,7.4
CCCCCC(C)NCc1coc(-c2ccc(CCCC)cc2)n1,5.51,7.4
CCCCc1ccc(-c2nc(CNC3CC(C)CC(C)(C)C3)co2)cc1,5.99,7.4
CCCCc1ccc(-c2nc(CNC3CCCCCC3)co2)cc1,5.49,7.4
CCCCc1ccc(-c2nc(CNCCC3CCCN3C)co2)cc1,4.69,7.4
CCCCc1ccc(-c2nc(CNCCN3CCCC3)co2)cc1,4.89,7.4
CCCCc1ccc(-c2nc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4(C)C)co2)cc1,6.68,7.4
CCCCc1ccc(-c2nc(CN[C@@H]3C[C@@H]4C[C@H]([C@H]3C)C4(C)C)co2)cc1,6.6,7.4
COc1cc2[nH]c(N3CCN(C(=O)c4ccco4)CC3)nc(=N)c2cc1OC,1.88,7.4
O=C(C=Cc1ccco1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,4.51,7.4
Cc1ccc2nc(C)c(C(=O)NCc3ccco3)n2c1,3.02,7.4
NCCc1c[nH]c2ccc(-c3nc(C4CC4)no3)cc12,0.6,7.4
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,4.11,7.4
CCCCC(OC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(C(=O)NCCN=c1[nH]oc(=N)[nH]1)C(C)C,4.4,7.4
O=C(O)c1ccnc(-c2noc(C(CCCC3CCCCC3)CC(O)=NO)n2)c1,0.6,7.4
NC(=O)c1noc(C(CCCC2CCCCC2)CC(O)=NO)n1,2.6,7.4
O=c1[nH]cc(-c2noc(C(CCCC3CCCCC3)CC(O)=NO)n2)c(=O)[nH]1,2.1,7.4
CC(C)(CO)NCc1noc(C(CCCC2CCCCC2)CC(O)=NO)n1,2.6,7.4
Cc1ccc(CCCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)s1,2.41,7.4
c1cncc(NCc2ccc(-c3cc4ccncc4cc3OC3CCNCC3)s2)c1,1.9,7.4
Cc1c[nH]c(=NC(=O)C2C(=O)c3ccccc3S(=O)(=O)N2C)s1,0.12,7.4
COc1cc2c(=Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)[nH]cnc2cc1OCCCN1CCC(CO)CC1,3.2,7.4
CCCC(CC1(C(=O)N=c2[nH]nc(CC)s2)CCCC1)C(=O)O,0.5,7.4
Cc1n[nH]c(=NS(=O)(=O)c2ccc(N)cc2)s1,-1.11,7.4
C=CCN1CCc2[nH]c(=N)sc2CC1,1.09,7.4
CN1C(C(=O)N=c2cccc[nH]2)C(=O)c2sccc2S1(=O)=O,-0.32,7.4
O=C(O)c1cc2[nH]c(-c3ccccc3)c(C3CCCCC3)c2s1,3.4,7.4
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2sc(C(=O)O)cc21,1.6,7.4
O=C(O)Cn1ccc(-c2nc3ccccc3s2)c1,-0.35,7.4
O=C(O)Cc1nn(Cc2nc3cc(F)cc(F)c3s2)c(=O)c2ccccc12,0.05,7.4
O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12,0.55,7.4
CN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.44,7.4
CCCN(CCCOCCOCCc1ccccc1)CCc1ccc(O)c2[nH]c(=O)sc12,2.74,7.4
CN(CCc1ccc(O)c2[nH]c(=O)sc12)CCN(C)C(=O)CCOCCc1ccccc1,2.59,7.4
CC(C)(CNCCc1ccc(O)c2[nH]c(=O)sc12)CSCCOCCc1ccccc1N,3.44,7.4
O=c1[nH]c2c(O)ccc(CCNCCC(F)(F)CCCOCCc3ccccc3)c2s1,3.26,7.4
O=c1[nH]c2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,2.73,7.4
CN(CCCNCCc1ccc(O)c2[nH]c(=O)sc12)S(=O)(=O)CCOCCc1ccccc1,1.24,7.4
O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCCc3ccccc3)c2s1,1.22,7.4
O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCc3cccc4ccccc34)c2s1,1.69,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCNCCOc3ccccc3)c2s1,0.9,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCCc3ccccc3)c2s1,2.1,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCOc3ccccc3)c2s1,1.13,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3cccc4ccccc34)c2s1,2.54,7.4
CSc1cccc(CCOCCS(=O)(=O)CCCNCCc2ccc(O)c3[nH]c(=O)sc23)c1,1.63,7.4
O=c1[nH]c2c(O)ccc(CCNCCCS(=O)(=O)CCOCCc3ccccc3)c2s1,1.37,7.4
Nc1ccccc1CCOCCS(=O)(=O)CCCNCCc1ccc(O)c2[nH]c(=O)sc12,1.17,7.4
