logD,smiles,pH
2.69,COc1cccc(N=c2c(C(N)=O)c[nH]c3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,7.4
2.78,O=c1cc(N2CCOCC2)nc2c3ccccc3ccn12,7.4
1.3,O=S(=O)(c1cccc(-c2cn3cccnc3n2)c1)N1CCOCC1,7.4
3.0,CC(C)Oc1cc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)ccc1NC(=O)CN1CCOCC1,7.4
2.82,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(Cl)cc3)CC2)c1,7.4
0.92,CN1CCN(C(=O)c2cccc(Cc3n[nH]c(=O)c4ccccc34)c2)CC1,7.4
2.12,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCCN(Cc2ccccc2)C1)C1CCCCC1,7.4
1.94,Clc1ccc(C(c2ccccc2)N2CCNCC2)cc1,7.4
2.4,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc21,7.4
2.25,Cc1ccc(C(=O)NC2CCC2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.4
2.8,NC1(c2ccc(-c3nc4ccccn4c3-c3ccccc3)cc2)CCC1,7.4
4.13,CC(C)(C)NC(=O)C(c1ccncc1)N(Cc1ccco1)C(=O)c1ccc(-c2ccccc2)[nH]1,7.4
2.8,Cc1cc(=Nc2[nH]c(=NCc3ccccn3)ncc2Br)[nH][nH]1,7.4
1.48,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,7.4
1.81,CCOC(=O)c1coc2ccccc2c1=O,7.4
2.88,CC(=O)N(C)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,7.4
1.94,Cc1ccc(S(=O)(=O)N=c2c(C(=O)NC3CCCCC3C)c(C)[nH]n2-c2ccccc2)cc1,7.4
1.95,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3ccnc4ccc(F)cc34)sc21,7.4
0.15,COc1ccccc1CNCc1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1,7.4
2.1,C[C@@](O)(C(=O)Nc1ccc(S(=O)(=O)NCCCO)cc1Cl)C(F)(F)F,7.4
1.33,CN1c2ccccc2C(NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,7.4
1.42,COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,7.4
1.5,CS(=O)(=O)c1ccc2[nH]c3c(c2c1)CN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)CC3,7.4
2.9,COc1cc2[nH]cc(C(N)=O)c(=Nc3cc(F)ccc3F)c2cc1OC,7.4
3.0,Cc1cc(C)cc(-c2nnc(SCC(=O)N3CCN(C(=O)c4ccco4)CC3)o2)c1,7.4
3.2,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3ccccn23)c(OC)c[nH]1,7.4
0.33,O=C(NC(Cc1ccc(OCCc2ccc3c(n2)NCCC3)cc1)C(=O)O)c1c(Cl)cccc1Cl,7.4
3.1,COc1cc(CCc2cc(=Nc3cc[nH]c(=NCc4cc(C)no4)n3)[nH][nH]2)cc(OC)c1,7.4
0.85,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc(NS(C)(=O)=O)cc2)n1,7.4
2.27,COc1ccc(COc2ccc(Cc3c[nH]c(=N)[nH]c3=N)cc2OC)cc1,7.4
-0.94,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,7.4
1.79,Cc1nccn1CCC(C(N)=O)(c1ccccc1)c1ccccc1,7.4
0.71,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,7.4
-0.89,CNC(=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.4
4.1,O=c1cc(N2CCOCC2)oc2c(-c3cccc4c5c(sc34)CCCC5)cccc12,7.4
2.01,CN1CCCC1CCNC(=O)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,7.4
1.94,CC(=O)c1noc(C)c1C(=O)N=c1[nH]ccs1,7.4
3.4,COc1cc(N2CCN(C(C)=O)CC2)ccc1N=c1nc(-c2cnc3c(N)cccn23)c(Cl)c[nH]1,7.4
1.77,O=C(N[C@@H]1CN2CCC1CC2)c1ccc(-c2ccccc2)s1,7.4
3.8,Cc1c(-c2ccc(O)cc2)n(C)c2ccc(O)cc12,7.4
3.0,CNC(=O)c1ccc(N=c2nc(-c3cnc(C)n3C(C)C)c(F)c[nH]2)cc1,7.4
3.77,COC(=O)C1=C(C)N=C(C)C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,7.4
3.2,COc1cc(F)ccc1-c1cncc(CNC(=O)C2CCC2)c1,7.4
3.58,Oc1cc(Cl)cc(Cl)c1,7.4
2.97,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,7.4
-0.18,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,7.4
2.63,CCOc1cc2[nH]nc(C(N)=O)c(=Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,7.4
2.8,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2)cc1,7.4
1.92,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,7.4
2.61,Cc1cc(=Nc2[nH]c(=NC(C)c3ncc(F)cn3)nc(N3CCOCC3)c2Cl)[nH][nH]1,7.4
1.1,CC(=O)N(C)c1ccccc1,7.4
1.53,CN(C)C(=O)c1ccc(CN2CCC(c3ccc(C(=O)Nc4ccccc4N)cc3)CC2)cc1,7.4
0.82,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,7.4
4.3,CC(C)(C)c1ccc(-c2[nH][nH]c(=NC(=O)c3ccccc3Cl)c2Br)cc1,7.4
3.05,CC(C)C1=NC(c2ccccc2)c2ccccc2NC1=O,7.4
1.09,O=C(O)COc1cccc(C(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)c1,7.4
1.04,O=C1COc2ccccc2N1CCN1CCC(NCc2cc3c(cn2)OCCO3)CC1,7.4
1.58,CNCCC=C1c2ccccc2CCc2ccccc21,7.4
2.46,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,7.4
1.0,O=C(Nc1ccccc1)N1CCOCC1,7.4
3.2,CCn1c2ccccc2c2cc(NC(=O)N3CCOCC3)ccc21,7.4
3.2,Cc1ccc(NC(=O)c2cccc(N3CCOCC3)c2)cc1NC(=O)c1ccc(OCc2ccncc2)cc1,7.4
2.6,Cc1ccc(Cl)c(N=c2cc[nH]c(=Nc3ccc(OCC(O)CN(C)C)cc3)[nH]2)c1,7.4
2.38,CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1,7.4
3.62,O=C(CO)N1CCC[C@H]1COc1cccc2[nH]cnc(=Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,7.4
0.2,COc1ccc(-c2[nH]c(N3CCOCC3)nc(=O)c2C#N)cc1,7.4
2.59,CN1CCC(COc2cc(OC3CCOCC3)c3c(=Nc4c(Cl)ccc5c4OCO5)[nH]cnc3c2)CC1,7.4
3.29,COc1cc2[nH]cnc(=NCc3ccccc3)c2cc1OC,7.4
3.53,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC=CC3)c(Cc3ccccc3C(F)(F)F)sc21,7.4
2.17,CCN(CC)CCCC(C)N=c1c2ccc(Cl)cc2[nH]c2ccc(OC)cc12,7.4
4.3,Cc1ccc(Oc2ccc(OCC(=O)N=c3cc[nH]cc3)cc2)cc1,7.4
2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc21,7.4
2.8,Brc1cc(Br)cc(COC[C@H](c2ccccc2)N2CCNCC2)c1,7.4
0.01,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,7.4
2.6,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,7.4
2.33,N=c1c(-c2ccccc2)c(CN2CCOCC2)[nH]n1-c1ccc(F)cc1,7.4
3.32,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=O)c(C#N)cc12,7.4
3.98,N=c1[nH]c2ccc(Cl)cc2c2nc(-c3ccco3)nn12,7.4
1.78,COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,7.4
2.38,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,7.4
3.6,NC1(c2ccc(-c3ncc4ccccc4c3-c3ccccc3)cc2)CCC1,7.4
2.58,CS(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)N=c2cnc(C(O)CO)c[nH]2)cc1Cl,7.4
1.61,CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,7.4
3.14,COc1ccc(COC(=O)N2CCC(CN=c3nccc[nH]3)CC2)cc1,7.4
-0.76,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,7.4
3.48,N#Cc1cccc(C(=O)NC[C@@H](O)CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)c1,7.4
1.1,CN(C)C(=O)Nc1ccc(Cn2[nH]c(=O)c3[nH]c4cc(Cl)ccc4c(=O)c3c2=O)cc1,7.4
3.19,COc1cc(N=c2cc(Oc3cccnc3C)cc[nH]2)cc(OC)c1OC,7.4
2.67,CCOc1ccccc1-c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,7.4
2.0,Cc1cccc(NC(=O)NCC(c2cccnc2)N2CCOCC2)c1,7.4
2.99,N#CC1(NC(=O)C2CCCCC2C(=O)N2CCc3[nH]c4cc(F)ccc4c3C2)CC1,7.4
2.15,CN=C1N=c2ncccc2=C(c2ccns2)NC1c1cccs1,7.4
2.56,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCN)C(=O)c1ccc(C)nc1,7.4
3.7,C[C@@H]1CN(C(=O)OC(C)(C)C)CCN1c1ncc(OCc2ccc(S(C)(=O)=O)cc2F)cn1,7.4
3.92,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.4
4.1,NC1(C(=O)NC(c2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,7.4
2.42,CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC(C(=O)OC)C(c1ccccc1)c1ccccc1)C1CCCCC1,7.4
3.46,O=c1cc(-c2cccnc2)[nH]c2cc(Cc3ccccc3)ccc12,7.4
2.2,COc1cc(O)ccc1C=C1CCCN=C1c1cccnc1,7.4
3.8,CCCNC(=O)c1n[nH]c2c(-c3ccccc3)cccc2c1=N,7.4
1.6,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)CC3CCCC3)cc21,7.4
2.6,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,7.4
2.57,Cc1cc(=O)[nH]c2sc(C(=O)c3ccc(Br)cc3)c(N)c12,7.4
2.9,COC(=O)CCCCCCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,7.4
2.37,Cc1cc(Cl)ccc1OC1CCN(C[C@H](O)CNC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CC1,7.4
2.99,CCCSc1c(C(=O)NC2CCCCC2)cnn1C,7.4
-0.87,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,7.4
2.0,O=C(OCCN1CCCCC1)c1c[nH]c2ccccc12,7.4
3.56,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,7.4
2.2,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(OCC(C)(C)CN(C)C)n1,7.4
2.52,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,7.4
-1.08,N#Cc1ccc(OCC(=O)O)c(-c2ccccc2)c1,7.4
2.06,CS(=O)(=O)Cc1cc(N2CCOCC2)nc(-c2ccc3[nH]ccc3c2)n1,7.4
3.8,O=C(NCCNC(=O)c1cn(-c2ccccc2)nc1C(F)(F)F)c1ccc(Cl)cn1,7.4
3.97,CNC(=O)c1cccc(NC(=O)Nc2cccc(C#N)c2)c1CN1CCC(Cc2ccc(F)cc2)CC1,7.4
4.1,NC1(C(=O)NC(Cc2ccccc2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,7.4
1.67,Cc1oc(-c2ccc(Cl)cc2)cc1C(=O)O,7.4
3.22,CSc1nc2cc(Cl)ccc2[nH]1,7.4
3.9,CC(C)C[C@H](CO)N=c1[nH]c(SCc2cccc(C#N)c2)nc2[nH]c(=N)sc12,7.4
3.8,O=C(O)C[C@H]1CC[C@H](c2ccc(-c3ccc(Nc4ccc(C(F)(F)F)nc4)cn3)cc2)CC1,7.4
0.63,COc1cc(Cc2c[nH]c(=N)[nH]c2=N)cc(OC)c1OC,7.4
-0.07,CN(C)C(=O)N[C@H]1CC[C@H](CN2[C@H]3CC[C@@H]2C[C@H](Oc2cccc(C(N)=O)c2)C3)CC1,7.4
1.06,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4ccccc4F)c3)c2s1,7.4
2.9,Cc1ccc(CNC(=O)C2CCCN2S(=O)(=O)c2ccc(F)cc2)cc1,7.4
1.0,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(S(C)(=O)=O)cc1,7.4
1.27,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.4
2.3,C[C@@H]1CN(C(=O)OC(C)(C)C#N)CCN1c1ncc(OCc2ccncc2C#N)cn1,7.4
3.0,CN(C(=O)Cc1ccc(S(C)(=O)=O)c(F)c1)C1CCN(Cc2ccc(C(F)(F)F)cc2)CC1,7.4
3.1,CCOc1cccc2c3c([nH]c12)CCN(C(=O)C1CCCCC1C(=O)NC1(C#N)CC1)C3,7.4
-0.21,O=c1cc(-c2ccccc2)[nH]c2ncnn12,7.4
0.74,N=c1c(C(N)=O)n[nH]n1-c1ccccc1,7.4
1.72,OC(c1ccccc1)c1cccnc1,7.4
2.56,Cc1ccc(C(=O)N=c2[nH]ccs2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O,7.4
4.48,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1cn(C)c2ccc(Cl)cc12,7.4
2.67,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,7.4
3.29,CCc1nc2c(=N)[nH]c3ccccc3c2n1Cc1ccccc1,7.4
0.91,N#Cc1cc(Cl)ccc1O[C@H](CCN)c1ccccc1,7.4
0.6,CCn1c(-c2no[nH]c2=N)nc2c(C#CC(C)(C)O)ncc(OCC3CCCNC3)c21,7.4
3.27,Cc1cc(Oc2cc[nH]c(=Nc3cccc(N4CCOCC4)c3)c2)c(-c2ccccn2)nc1C,7.4
2.19,Cc1c(OC2CCN(CC3CCN(C(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(C#N)c1Cl,7.4
2.35,c1ccc2[nH]c(-c3cscn3)nc2c1,7.4
2.6,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(Cl)cc(Cl)c2)C2CCN(S(C)(=O)=O)CC2)CC1,7.4
3.55,Cc1cnc2c(=N[C@H](C)CO)[nH]c(SCc3cccc(F)c3F)nc2n1,7.4
2.99,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,7.4
2.46,O=c1[nH]c(-c2ccccc2)nc2ccccc12,7.4
3.2,Cc1oc(S(C)(=O)=O)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,7.4
3.26,COc1cc2[nH]cnc(=Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,7.4
0.7,N=C(N)Nc1ccc(C(=O)Oc2ccc(Cl)cc2)cc1,7.4
2.62,C[C@@](O)(C(=O)Nc1ccc(C(=O)N2CCCCC2)cc1Cl)C(F)(F)F,7.4
1.59,CC1(c2ccc(Cl)c(Cl)c2)CC(=O)N=C(N)N1,7.4
1.91,Cc1c(O)[nH]c(O)c1C(=O)C(NC(=O)C[C@H](NC(=O)/C=C/c1ccccc1)c1ccccc1)C(C)C,7.4
0.9,O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1,7.4
1.94,CCN(CCO)CCCOc1cc2[nH]cnc(=Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,7.4
3.3,O=C(NC1Cc2ccccc2N(C[C@@H](O)CO)C1=O)c1cc2cc(Cl)sc2[nH]1,7.4
2.8,CC(O)C(C)OC(=O)C1CC2c3cccc4c3c(cn4C(C)C)CC2N(C)C1,7.4
3.0,COc1cc(N2CC3COCC(C2)N3)ccc1N=c1nc(-c2cnc3ccccn23)c(Cl)c[nH]1,7.4
1.73,COc1cc[nH]c(=NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1,7.4
2.98,Cc1c(OC2CCN(CC3CCN([C@@](C)(Cc4ccc(F)cc4)C(=O)O)CC3)CC2)ccc(Cl)c1Cl,7.4
3.1,O=C(Nc1ccc(N2CCOCC2)nc1)c1n[nH]c(=Nc2cccc(OCc3ccccn3)c2)o1,7.4
3.07,CC(O)(C(=O)Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)C(F)(F)F,7.4
3.7,CN=c1[nH]c2[nH]c(SCc3cccc(F)c3F)nc(=N[C@H](C)CO)c2s1,7.4
4.36,CC(C)Cn1c(=O)n(C)c(=O)c2c(SCCCO)n(Cc3cccc4ccccc34)cc21,7.4
0.96,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)Cn2c(O)ccc2O)c1=O)C(=O)C(F)(F)F,7.4
1.0,CN1CCC(NC(=O)c2ccc(Oc3ccc(C#C[C@]4(O)CN5CCC4CC5)cc3)cc2)CC1,7.4
3.23,CN1CCN(c2ccc3[nH]cc(C(N)=O)c(=Nc4ccc(Cl)cc4Cl)c3c2)CC1,7.4
0.86,COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,7.4
2.39,CNC(C)C(=O)NC(C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C1CCCCC1,7.4
1.1,COc1cc2c(=Nc3ccc(Cl)cc3F)[nH]cnc2cc1OCC1CCNCC1,7.4
-0.12,N=c1[nH]c2cc3c(cc2s1)CCN(Cc1c[nH]cn1)CC3,7.4
3.61,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(NC(=O)Cc3ccccc3)cc2)CC1,7.4
4.2,O=C(NCC1CCOCC1)c1nc(OS(=O)(=O)CCC(F)(F)F)ccc1NC(=O)c1ccc(Cn2ccnn2)c2ccccc12,7.4
2.1,CC(CC(=O)NCc1ccccc1)C1CCCO1,7.4
1.9,CNC(C)C(=O)NC(C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1,7.4
2.93,CN=c1cc(C(=O)Nc2ccc(N3CCOCC3)cc2)[nH]c2c(N3CCN(C)CC3)cc(OC)cc12,7.4
2.49,CS(=O)(=O)Cc1ccc2ccn(-c3cc(=NC4CC4)n4[nH]cc(C#N)c4n3)c2c1,7.4
3.2,CCn1c2ccccc2c2cc(NC(=O)CN(C)C)ccc21,7.4
0.93,O=C(O)COc1ccc(Cl)cc1C1CCCCC1,7.4
3.8,Oc1ccc2[nH]c(CN3CCC(Cc4ccc(F)cc4)CC3)nc2c1,7.4
0.1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,7.4
3.33,Cn1cc(C#N)cc1-c1c2c(=O)n(CC#N)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12,7.4
2.58,O=C(Nc1ccccc1Cl)c1cc[nH]n1,7.4
3.5,CN(C(=O)Cc1ccc(S(=O)(=O)N(C)C)cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,7.4
3.17,C[C@@H](N=C1CCCC(=O)C1)c1ccc(N=c2nc3ccc(-c4ccncc4)cc3c[nH]2)cc1,7.4
2.21,O=c1cc(-c2ccco2)[nH]c2ccccc12,7.4
2.66,N=c1[nH]c2cc3c(cc2s1)CCN(Cc1ccccc1)CC3,7.4
2.1,Cc1noc(C)c1CCC1CCN(S(=O)(=O)CC2(N(O)C=O)CCC(F)(F)CC2)CC1,7.4
1.69,O=c1[nH]c2c(O)ccc(CCNCCCNS(=O)(=O)CCOCc3cccc4ccccc34)c2s1,7.4
4.0,c1ccc(-c2ccc3ccccc3n2)cc1,7.4
0.9,N#CCNC(=O)C1CCCCC1C(=O)N1CC=CCC1,7.4
1.79,CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,7.4
0.61,O=S(=O)(NCCN=c1nccc[nH]1)c1cccc2cnccc12,7.4
1.6,COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,7.4
2.23,O=C1COc2c(CCNCCN(C(=O)CCNCCc3ccc(Cl)c(Cl)c3)C3CCCCC3)ccc(O)c2N1,7.4
2.37,CCCCc1nc2c(=N)[nH]c3ccccc3c2n1CC(C)(C)O,7.4
3.29,C[C@H](CO)N=c1[nH]c(SCc2cccc(F)c2F)nc2[nH]c(=N)sc12,7.4
3.32,CCCS(=O)(=O)c1ccc(C(CNS(=O)(=O)c2ccc(C(F)(F)F)cc2)N2CCCCCC2)cc1,7.4
2.2,N=C(N)c1cc2c(/C=C/c3ccc4c(c3)OCO4)cccc2s1,7.4
2.6,O=C(O)C(c1ccccc1)N1CCCC(CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,7.4
0.69,CCOC(=O)c1cc(=O)c(-c2ccccc2)n[nH]1,7.4
1.69,c1ccc2c(c1)nnn2-c1ccncc1,7.4
2.8,Cc1cccc(Cn2ccn3c(=O)cc(N4CCOCC4)nc23)c1,7.4
1.05,N=c1[nH]c(-c2ccc(O)cc2)cc(=O)[nH]1,7.4
3.0,O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1,7.4
2.0,CC(C)CN=c1[nH]c(C#N)nc(N2CC(O)C2)c1N,7.4
1.1,CN(C)C(=O)N1CCC(C(=O)NCc2cccs2)CC1,7.4
2.2,Cc1ccc(CO)cc1N(C)c1cc[nH]c(=Nc2cc(C(=O)N3CCOCC3)cc(N3CCOCC3)c2)n1,7.4
3.98,O=S(=O)(NCC(c1ccccc1)N1CCCCCC1)c1ccc(F)c(Cl)c1,7.4
4.1,CCN(C(=O)Cc1ccc([N+](=O)[O-])cc1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1,7.4
2.97,Clc1ccc(-c2c[nH]nn2)cc1,7.4
2.73,COc1cc(-c2ccncc2)cc2c[nH]c(=Nc3ccc([C@@H](C)NC(C)=O)cc3)nc12,7.4
3.97,CC(C)n1c(=O)n(C)c(=O)c2cn(Cc3cccc4ccccc34)cc21,7.4
-0.94,CCCCCCCCCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,7.4
2.68,Cc1c[nH]c(=Nc2cc(N3CCOCC3)[nH]c(=NC(C)c3ncc(F)cn3)n2)s1,7.4
1.44,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,7.4
3.27,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,7.4
3.6,NC1(c2ccc(-c3nc4ccccc4cc3-c3ccccc3)cc2)CCC1,7.4
1.33,O=C(O)c1ccc(-n2ncc(C(=O)NC3C4CC5CC(C4)CC3C5)c2C2CCC2)cc1,7.4
2.99,N#Cc1ccc2c(-c3ncnc4cc(OCCCN5CCOCC5)ccc34)c(O)[nH]c2c1,7.4
3.93,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(c3ccc(Cl)c(Cl)c3)C2)cc1,7.4
3.14,CCC1C(=O)N(C)c2c[nH]c(=Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,7.4
2.39,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(=N)[nH]cnc21,7.4
1.16,N=C(N)c1cc2c(OCc3ccccc3)cccc2s1,7.4
2.1,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,7.4
3.87,CCCSc1nc(=N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2[nH]1,7.4
2.78,Cc1c(N)cccc1Cn1ccc(OCCc2cccs2)cc1=O,7.4
3.1,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1N=c1cc[nH]c(Cl)n1,7.4
1.79,O=C(O)C[C@@H]1c2ccccc2C[C@H]1NC(=O)c1cc2cc(Cl)ccc2[nH]1,7.4
3.74,COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,7.4
1.85,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCc4ccccc4Cl)c3)c2s1,7.4
3.6,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,7.4
3.56,Cc1cc(CN=c2nc(N=c3cc(CCc4ccccc4)[nH][nH]3)cc[nH]2)on1,7.4
1.76,NC(=O)c1cccc(O[C@H]2C[C@@H]3CC[C@H](C2)N3Cc2ccccc2)c1,7.4
3.5,COc1cc(N=c2c(C#N)c[nH]c3cc(OC)c(OC)cc23)cc(OC)c1,7.4
3.43,Cc1cc(CN=c2nc(N=c3cc(C4CC4)[nH][nH]3)c(Br)c[nH]2)on1,7.4
1.5,CCCCC1(CC)C(=O)NC(=O)NC1=O,7.4
2.64,COc1cc2[nH]cnc(=Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O,7.4
3.5,COc1cc2[nH]cnc(=NCc3cccc(C)c3)c2cc1OC,7.4
1.52,COc1ccc(-c2cc(=O)[nH]c(=N)[nH]2)cc1,7.4
2.7,O=C(O)c1ccc(=NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)[nH]c1,7.4
3.64,O=C(NC1Cc2ccccc2N(CC(CO)CO)C1=O)c1cc2cc(Cl)ccc2[nH]1,7.4
2.0,COC(C(=O)n1cc2[nH][nH]c(=NC(O)c3ccc(N4CCN(C)CC4)cc3)c2c1)c1ccccc1,7.4
1.25,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CC[C@@H](c2cc(F)cc(F)c2)N2CCN(S(C)(=O)=O)CC2)CC1,7.4
