,logD,smiles,pH
3216,2.98,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NC(=O)C(C)(C)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
3217,3.4,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN4CCOCC4,7.4
3218,3.33,Cc1c(Cl)ccc(OC2CCN(CC2)C3CCN(CC3)C(=O)c4cccc(c4)S(=O)(=O)C)c1Cl,7.4
3219,3.82,CCCCc1nc2c(N)nc3ccccc3c2n1CC(C)C,7.4
3220,0.54,CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,7.4
3221,1.5,OC(=O)Cc1ccc(cc1)c2ccc(NC(=O)c3oc(Nc4ccccc4F)nn3)cc2,7.4
3222,1.4,O=S(=O)(N1CCCC1)c2ccccc2c3ccc(CNC4CCOCC4)cc3,7.4
3223,2.25,Cc1ccc(NC(=O)C=C)cc1,7.4
3224,2.29,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2,7.4
3225,-0.06,CC(Cc1ccc(O)cc1)NCC(O)c2cc(O)cc(O)c2,7.4
3226,3.85,C[C@@H](Oc1cccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c12)C(=O)N(C)CCO,7.4
3227,3.12,COc1cc(ccc1N)C(=O)NC[C@@H](O)CN2CCC(CC2)Oc3ccc(Cl)c(Cl)c3,7.4
3228,2.91,CNc1c(Br)cnc2[nH]c(nc12)c3ccc(OCCN4CCN(C)CC4)cc3,7.4
3229,1.9,COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4occc4,7.4
3230,2.13,Cc1c(sc2ncnc(O)c12)C(=O)Nc3ccccc3,7.4
3231,3.4,COCC(=O)N1CCC(CC1)n2cc(cn2)c3cnc(N)c(c3)c4oc5ccccc5n4,7.4
3232,2.51,CCCC(=O)C1(CCN(CC1)C(=O)[C@@H](Cc2ccc(OC)cc2)NC(=O)[C@@H](N)Cc3cncn3C)c4ccccc4,7.4
3233,1.8,CCN(C1CCN(CC[C@H](N2CCN(CC2)S(=O)(=O)CC(F)(F)F)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
3234,3.89,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,7.4
3235,3.16,CC(=O)OCCn1c(Sc2nc3cccc(Cl)c3s2)nc4c(N)ncnc14,7.4
3236,3.2,CN1CCN(CC1)[C@@H]2C[C@@H](C2)c3nc(c4ccc5ccc(nc5c4)c6ccccc6)c7c(N)nccn37,7.4
3237,2.8,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(C(=O)N)c(F)c3)n2,7.4
3238,1.65,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cncc(c3)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,7.4
3239,2.56,CN(C)CCCN1c2ccccc2Sc3ccccc13,7.4
3240,2.53,Cc1cc(Cl)ccc1OC2CCN(CC3CCN(CC3)[C@@H](Cc4ccc(F)cc4)C(=O)O)CC2,7.4
3241,3.2,Nc1ncc(cc1c2oc3ccccc3n2)c4cnn(c4)C5CCN(CC5)C(=O)CO,7.4
3242,1.7,CCc1cc(OCc2ccc(cc2)c3ccccc3c4nn[nH]n4)c5CCCCc5n1,7.4
3243,4.01,C[C@@H]1CN(Cc2oc(nn2)c3cc(cc4[nH]ncc34)c5cccc6[nH]ccc56)C[C@H](C)O1,7.4
3244,2.24,NC(=O)Nc1sc(cc1C(=O)N2CCOCC2)c3ccccc3,7.4
3245,1.33,O=C(NCCCN1CCCCC1)C(c2ccccc2)c3ccccc3,7.4
3246,2.72,Nc1c(Nc2ccccc2)nc(nc1N3CCOCC3)C#N,7.4
3247,2.7,COc1cc(N2CCN(C)CC2)c3NC(=CC(=O)c3c1)C(=O)Nc4ccc(cc4)N5CCOCC5,7.4
3248,4.0,O=C(NCc1occc1)c2ccc3[nH]c(COc4ccc(cc4)C56CC7CC(CC(C7)C5)C6)nc3c2,7.4
3249,2.43,NC(=O)Nc1cc(sc1C(=O)N)c2ccccc2,7.4
3250,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,7.4
3251,-0.91,CCN(c1ccccc1)c2cc(NC)[n+](C)c(C)n2,7.4
3252,-0.04,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ncccc3C(=O)N2Cc4ccccc4,7.4
3253,-0.5,Nc1ncnc2OCCN(C(=O)c12)c3ccc(cc3)[C@@H]4CC[C@@H](CC(=O)O)CC4,7.4
3254,3.56,Cc1cnc(Oc2ccc(cc2)n3ccnc3)nc1Oc4ccc5OCOc5c4,7.4
3255,2.3,Cc1csc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,7.4
3256,2.4,C[C@@](CCc1ccc(cc1)c2ccc(Cl)cc2)(C(=O)NO)S(=O)(=O)C,7.4
3257,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,7.4
3258,1.79,O=C(NCC#N)[C@@H]1CCCC[C@H]1C(=O)N2CCN(CC2)c3ccc(cc3)C#N,7.4
3259,3.1,Nc1ccc2nc(sc2c1)c3ccc(O)cc3,7.4
3260,3.5,COCCC(Oc1ncnc2c1cnn2c3ccccc3C(F)(F)F)C(=O)Nc4ccc(C)cn4,7.4
3261,2.65,CCN(C)C(=O)c1ccc(cc1)C(=C2CCN(Cc3cscn3)CC2)c4cccc5cccnc45,7.4
3262,1.66,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CC5CC5C4)nc23,7.4
3263,1.71,Cc1cccc(n1)c2nn3CCCc3c2c4ccnc5ccc(cc45)C(=O)N,7.4
3264,3.42,CC1=C(Oc2c(cccc2C1=O)C(=O)OCCN3CCCCC3)c4ccccc4,7.4
3265,0.69,CCC(CC)NC(=O)c1cnn(c1NS(=O)(=O)C2CCCC2)c3ccccc3,7.4
3266,2.99,CC[C@@H](CO)Nc1nc(SCc2ccccc2)nc3nc(N)sc13,7.4
3267,1.78,Nc1nc(N)c2cc(Br)ccc2n1,7.4
3268,0.02,CCC(=C)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,7.4
3269,1.1,Oc1c2C(=O)N(NC(=O)c2nc3cc(Cl)ccc13)C(c4ccccc4)c5ccncc5,7.4
3270,3.76,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,7.4
3271,-0.06,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(OC4CCOC4)nc23,7.4
3272,3.07,COc1cc(Nc2cc(Nc3c(Cl)ccc4OCOc34)ncn2)cc(OC)c1OC,7.4
3273,3.38,CC1=CN(C2CCCN(Cc3cccc(Oc4ccc(Cl)cc4)c3)C2)C(=O)NC1=O,7.4
3274,0.67,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@@H]2O[C@H](C)[C@@H](O)[C@H]2O,7.4
3275,3.3,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CC[C@H](C4)NC(=O)C)ncc2F,7.4
3276,0.22,CC[C@@H](N1CCC[C@@H](C1)N2C=C(C)C(=O)NC2=O)c3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3,7.4
3277,3.16,COc1ccc(cc1OC)c2csc(NC(=O)c3c(C)onc3C)n2,7.4
3278,1.94,CS(=O)(=O)Cc1cc(nc(n1)c2ccccc2)N3CCOCC3,7.4
3279,2.2,CN([C@@H]1CCN(Cc2nc3cc(F)ccc3s2)C[C@@H]1F)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
3280,1.92,CC(C)N1CCN[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,7.4
3281,2.69,Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,7.4
3282,1.28,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4F)[nH]n3)c2cc1OC,7.4
3283,3.24,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,7.4
3284,2.3,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)N,7.4
3285,3.6,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,7.4
3286,2.13,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4cn[nH]c4,7.4
3287,-0.15,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3c(Cl)cccc3Cl)C(=O)O)cc2)n1,7.4
3288,-0.14,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4,7.4
3289,2.15,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccnc2)NC(=O)OCc3ccccc3)C(=O)C(F)(F)F,7.4
3290,0.6,OC(=O)CCn1c2ccccc2c3ccccc13,7.4
3291,3.31,CSc1ncccc1C(=O)NCCc2ccc(Cl)cc2,7.4
3292,1.74,COc1nc(Cl)cnc1NS(=O)(=O)c2cccc3c(cccc23)N(C)C,7.4
3293,1.11,O[C@@H](CNCCc1cccc(CNCCCc2ccccc2)c1)c3ccc(O)c4NC(=O)Sc34,7.4
3294,2.74,CCCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23,7.4
3295,3.53,C[C@H](CO)Nc1nc(SCc2cccc(Cl)c2F)nc3NC(=O)Sc13,7.4
3296,0.54,C1CC(CCN1)c2ccccc2,7.4
3297,2.2,Nc1cccc(NS(=O)(=O)c2ccc(cc2)c3ccc(cc3)C#N)n1,7.4
3298,3.1,CS(=O)(=O)c1ccc(CC(=O)N(CC=C)C2CCN(CCC(c3ccccc3)c4ccccc4)CC2)cc1,7.4
3299,1.62,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCC5,7.4
3300,2.53,CN(C)CCOc1ccccc1Cc2ccccc2,7.4
3301,-1.33,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,7.4
3302,3.86,Cc1c[nH]c(n1)c2cnc(NCCNc3ccc(cn3)C#N)nc2c4ccc(Cl)cc4Cl,7.4
3303,2.81,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4c[nH]cn4,7.4
3304,3.23,ONC(=O)[C@@H](Cc1ccc2ccccc2c1)NS(=O)(=O)c3ccc4ccccc4c3,7.4
3305,0.74,COc1cc(\C=C/2\SC(=O)NC2=O)cc(OC)c1O,7.4
3306,2.23,NC(=O)c1sc(cc1N)c2ccsc2,7.4
3307,2.79,CC(C)CNc1nc(nc(N2CCOCC2)c1N)C#N,7.4
3308,2.86,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccc(CO)cc4,7.4
3309,2.84,Fc1ccc(cc1F)S(=O)(=O)NCC(N2CCCCCC2)c3ccccc3,7.4
3310,2.87,CCc1cc(O)c(Oc2ccc(cc2F)C(=O)N)cc1F,7.4
3311,2.14,Clc1ccc(OC2CCN(CC2)C3CCN(CC3)S(=O)(=O)NC(=O)c4ccccc4)cc1Cl,7.4
3312,3.07,OC(=O)c1cc2cc(ccc2n1Cc3ccc(Cl)c(Cl)c3)C(F)(F)F,7.4
3313,3.49,C[C@H](CO)N1C=Cc2c(NC(=O)Cc3ccc(Cl)c(c3)C(F)(F)F)cccc2C1=O,7.4
3314,0.5,COc1ccc2COC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,7.4
3315,1.26,Nc1ncnc2ccccc12,7.4
3316,2.91,CCNC(=O)c1cc2c(c(cnc2[nH]1)c3cc(cnc3OC)C4=NNC(=O)O4)n5ccc(n5)C(F)(F)F,7.4
3317,3.22,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3[nH]c(N)nc13,7.4
3318,2.7,CCN(CC)CCn1c2ccccc2c3cnc(N)c(C#N)c13,7.4
3319,-1.29,CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c3ccccc3,7.4
3320,0.6,C[C@H](N)COc1c(C)cccc1C,7.4
3321,1.3,CC(C(=O)O)c1ccc2oc(nc2c1)c3ccc(Cl)cc3,7.4
3322,3.6,Cn1c(CN2CCC(CC2)c3ccccc3)nc4ccccc14,7.4
3323,1.5,COc1cccc(c1OC)c2ccc(\C=C\3/SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2,7.4
3324,3.3,Cc1cnc([nH]1)c2cc(NC(=O)c3ccc(nc3C)C(F)(F)F)ccc2Cl,7.4
3325,3.29,Nc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl,7.4
3326,2.25,Nc1c(nc(nc1N2CCOCC2)C#N)N3CCCC3,7.4
3327,1.61,COCCNCc1cncc(n1)c2ccc(F)cc2OC,7.4
3328,1.14,CCN1CCN(Cc2cnc(c3ccc(cc3)C(=O)Nc4ccccc4N)c(c2)C#N)CC1,7.4
3329,2.98,CSc1nc(N)nc(n1)c2ccccc2,7.4
3330,3.22,O=C1N=C2C(=C1C#N)c3ccc(N4CCSCC4)c5cccc2c35,7.4
3331,2.95,CC1=C(C(=O)c2ccc(O)cc2O1)c3ccccc3,7.4
3332,3.77,COc1ccc(OC)c(c1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC(C)C,7.4
3333,1.52,Oc1c2ncc3ccccc3c2nn1c4ccc(Cl)cc4,7.4
3334,3.1,CC(NC(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,7.4
3335,1.88,CCN(C1CCN(CC[C@@H](c2ccc(F)cc2)c3ccc(cc3)S(=O)(=O)C)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,7.4
3336,2.9,O=C(Nc1ccc(nc1)N2CCOCC2)c3oc(Nc4ccccc4)nn3,7.4
3337,1.29,CC1(C)CNC(=O)c2sc(nc2C1)N3CCOCC3,7.4
3338,2.98,C[C@]12CC[C@H]3[C@@H](CC(=C)C4=CC(=O)C=C[C@]34C)[C@@H]1CCC2=O,7.4
3339,3.25,Clc1ccc2OCOc2c1Nc3ccnc(Nc4cc(cc(c4)N5CCOCC5)N6CCOCC6)n3,7.4
3340,3.72,CC(C)Cn1cnc(c2ccccc2)c1c3nc4c(N)ncnc4s3,7.4
3341,1.27,NC(=O)Nc1sc(cc1C(=O)N[C@H]2CCCNC2)c3ccccc3,7.4
3342,1.0,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3OC,7.4
3343,1.67,COc1c(C)cnc(Cn2cnc3c(Cl)nc(N)nc23)c1C,7.4
3344,2.32,CC(C)(C(=O)N)C(=O)NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1Br,7.4
3345,2.34,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N(C)[C@H]2CCCN(CCc3ccccc3)C2,7.4
3346,2.29,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4ccncc4,7.4
3347,1.81,COc1cc2CC[C@H](NC(=O)C)c3cc(O)ccc3c2c(OC)c1OC,7.4
3348,3.26,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,7.4
3349,2.11,CCCCNc1ccc(cc1)C(=O)OCCN(C)C,7.4
3350,0.48,CC(Oc1c(Cl)cccc1Cl)C2=NCCN2,7.4
3351,0.4,C[C@H](NC(=O)c1c(C)nn(c1NS(=O)(=O)c2cccnc2)c3ccc(F)cc3)C(C)(C)C,7.4
3352,-0.98,Cc1c(Oc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,7.4
3353,1.48,c1ccc(nc1)c2n[nH]c(n2)c3ccncc3,7.4
3354,1.81,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,7.4
3355,3.19,C[C@H](COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C)OC(=O)[C@H](C)N,7.4
3356,3.46,Fc1ccc(CN2CCN(CC2)c3ccc4nnc(n4n3)C(F)(F)F)cc1,7.4
3357,0.89,Oc1c2C(=O)NNC(=O)c2nc3cc(Cl)cc(Cl)c13,7.4
3358,1.9,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3cccc(c3)C(F)(F)F,7.4
3359,2.7,CC[C@H](C)[C@@H](CO)NS(=O)(=O)c1ccc(Cl)s1,7.4
3360,-0.69,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,7.4
3361,2.17,NS(=O)(=O)c1ccc2C(=CNC(=O)c2c1)C(=O)NC[C@@H](O)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
3362,3.84,O=C1OC(=Cc2ccccc12)c3ccccc3,7.4
3363,2.03,CC(C)[C@@H]1N(C)c2ccccc2C[C@@H](CO)NC1=O,7.4
3364,1.78,CC(=O)NCc1ccc(CN2CCN(CC2)c3ccccc3)cc1,7.4
3365,2.93,COc1ccc(CN2C(=O)NC3=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C3=O)c4ccccc4)C2=O)cc1,7.4
3366,2.9,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN(C)C,7.4
3367,2.5,CCOC(=O)c1ccc(COC2CN(C2)c3ccc(C)nn3)cc1,7.4
3368,3.47,CC1=CC(=O)Oc2c(C)c3oc(C)cc3cc12,7.4
3369,1.62,CC(C)N1CCC[C@@H](CN2CCN(CC2)C(=O)Nc3ccc(Cl)c(Cl)c3)C1,7.4
3370,2.31,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N3CCCCC3)ccc1C(=O)O,7.4
3371,2.7,CS(=O)(=O)N1CCC(CC1)NC(=O)NC23CC4CC(CC(C4)C2)C3,7.4
3372,1.97,Oc1ncnc2onc(c3ccc(F)cc3)c12,7.4
3373,0.58,Cc1c(Sc2ccc(Cl)cc2)c3c(cccc3n1CC(=O)O)S(=O)(=O)C,7.4
3374,2.5,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCO)c4ccc(Cl)cc4,7.4
3375,-1.08,OC(=O)c1ccc2[nH]c(nc2c1)C(F)(F)F,7.4
3376,3.37,CN(C)CCCN1c2ccccc2Sc3ccc(Cl)cc13,7.4
3377,1.69,C[C@H]1NC(C)(C)CO[C@]1(O)c2cccc(Cl)c2,7.4
3378,2.2,CS(=O)(=O)C1(CC1)c2cc(nc(n2)c3cccc4[nH]ccc34)N5CCOCC5,7.4
3379,1.4,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3,7.4
3380,1.71,COc1cc2c(Nc3ccc(F)cc3F)c(cnc2cc1NCCN(C)C)C(=O)N,7.4
3381,2.69,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c4cccc(c4)C(=O)N(C)C)C(=O)N)c1,7.4
3382,2.78,O=C1C=C(N=C2N1C=Cc3ccccc23)N4CCOCC4,7.4
3383,1.3,O=S(=O)(N1CCOCC1)c2cccc(c2)c3cn4cccnc4n3,7.4
3384,3.0,CC(C)Oc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,7.4
3385,2.82,COc1ccnc(NC2CCN(CC2)C(=O)c3ccc(Cl)cc3)c1,7.4
3386,0.92,CN1CCN(CC1)C(=O)c2cccc(CC3=NNC(=O)c4ccccc34)c2,7.4
3387,2.12,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCCN(Cc3ccccc3)C2,7.4
3388,1.94,Clc1ccc(cc1)C(N2CCNCC2)c3ccccc3,7.4
3389,2.4,CC(=O)N1CCOc2nc(OCc3ccccc3)ccc12,7.4
3390,2.25,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(ccc4C)C(=O)NC5CCC5,7.4
3391,2.8,NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5,7.4
3392,4.13,CC(C)(C)NC(=O)C(N(Cc1occc1)C(=O)c2ccc([nH]2)c3ccccc3)c4ccncc4,7.4
3393,2.8,Cc1cc(Nc2nc(NCc3ccccn3)ncc2Br)n[nH]1,7.4
3394,1.48,CC(C)CC1(CC=C)C(=O)NC(=O)NC1=O,7.4
3395,1.81,CCOC(=O)C1=COc2ccccc2C1=O,7.4
3396,2.88,CN(C(=O)C)c1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,7.4
3397,1.94,CC1CCCCC1NC(=O)c2c(C)nn(c2NS(=O)(=O)c3ccc(C)cc3)c4ccccc4,7.4
3398,1.95,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccnc4ccc(F)cc34)c2C(=O)N5CC[C@@H](O)C5,7.4
3399,0.15,COc1ccccc1CNCc2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2,7.4
3400,2.1,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)S(=O)(=O)NCCCO)C(F)(F)F,7.4
3401,1.33,CN1c2ccccc2C(NCCCCCCC(=O)O)c3ccc(Cl)cc3S1(=O)=O,7.4
3402,1.42,COc1ccc(\C=C\2/SC(=S)NC2=O)cc1OC,7.4
3403,1.5,CS(=O)(=O)c1ccc2[nH]c3CCN(Cc3c2c1)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,7.4
3404,2.9,COc1cc2ncc(C(=O)N)c(Nc3cc(F)ccc3F)c2cc1OC,7.4
3405,3.0,Cc1cc(C)cc(c1)c2oc(SCC(=O)N3CCN(CC3)C(=O)c4occc4)nn2,7.4
3406,3.2,COc1cc(ccc1Nc2ncc(OC)c(n2)c3cnc4ccccn34)N5CCN(CC5)C(=O)C,7.4
3407,0.33,OC(=O)[C@H](Cc1ccc(OCCc2ccc3CCCNc3n2)cc1)NC(=O)c4c(Cl)cccc4Cl,7.4
3408,3.1,COc1cc(CCc2cc(Nc3ccnc(NCc4onc(C)c4)n3)n[nH]2)cc(OC)c1,7.4
3409,0.85,CS(=O)(=O)Cc1cc(nc(n1)c2ccc(NS(=O)(=O)C)cc2)N3CCOCC3,7.4
3410,2.27,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,7.4
3411,-0.94,NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc3ccccc3)C(=O)O,7.4
3412,1.79,Cc1nccn1CCC(C(=O)N)(c2ccccc2)c3ccccc3,7.4
3413,0.71,CC(C(=O)O)c1cccc(Oc2ccccc2)c1,7.4
3414,-0.89,CNC(=O)c1cccc2c1c(Sc3ccc(Cl)cc3)c(C)n2CC(=O)O,7.4
3415,4.1,O=C1C=C(Oc2c1cccc2c3cccc4c5CCCCc5sc34)N6CCOCC6,7.4
3416,2.01,CN1CCCC1CCNC(=O)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,7.4
3417,1.94,CC(=O)c1noc(C)c1C(=O)Nc2nccs2,7.4
3418,3.4,COc1cc(ccc1Nc2ncc(Cl)c(n2)c3cnc4c(N)cccn34)N5CCN(CC5)C(=O)C,7.4
3419,1.77,O=C(N[C@@H]1CN2CCC1CC2)c3ccc(s3)c4ccccc4,7.4
3420,3.8,Cc1c(c2ccc(O)cc2)n(C)c3ccc(O)cc13,7.4
3421,3.0,CNC(=O)c1ccc(Nc2ncc(F)c(n2)c3cnc(C)n3C(C)C)cc1,7.4
3422,3.77,COC(=O)C1=C(C)NC(=C([C@@H]1c2cccc3nonc23)C(=O)OC(C)C)C,7.4
3423,3.2,COc1cc(F)ccc1c2cncc(CNC(=O)C3CCC3)c2,7.4
3424,3.58,Oc1cc(Cl)cc(Cl)c1,7.4
3425,2.97,CSc1ccc(cc1)c2nc(c3ccc(F)cc3)c([nH]2)c4ccncc4,7.4
3426,-0.18,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc4C(=O)C(=CN(C5CC5)c14)C(=O)O,7.4
3427,2.63,CCOc1cc2nnc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,7.4
3428,2.8,CC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(Cc3ccncc3)cc2,7.4
3429,1.92,NC(=O)c1cccc(OC2CCN(Cc3ccccc3)CC2)c1,7.4
3430,2.61,C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(Cl)c(n1)N3CCOCC3)c4ncc(F)cn4,7.4
3431,1.1,CN(C(=O)C)c1ccccc1,7.4
3432,1.53,CN(C)C(=O)c1ccc(CN2CCC(CC2)c3ccc(cc3)C(=O)Nc4ccccc4N)cc1,7.4
3433,0.82,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)NC(=O)C,7.4
3434,4.3,CC(C)(C)c1ccc(cc1)c2n[nH]c(NC(=O)c3ccccc3Cl)c2Br,7.4
3435,3.05,CC(C)[C@@H]1N=C(c2ccccc2)c3ccccc3NC1=O,7.4
3436,1.09,OC(=O)COc1cccc(c1)C(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,7.4
3437,1.04,O=C1COc2ccccc2N1CCN3CCC(CC3)NCc4cc5OCCOc5cn4,7.4
3438,1.58,CNCCC=C1c2ccccc2CCc3ccccc13,7.4
3439,2.46,CN1CCCC(CC1)N2N=C(Cc3ccc(Cl)cc3)c4ccccc4C2=O,7.4
3440,1.0,O=C(Nc1ccccc1)N2CCOCC2,7.4
3441,3.2,CCn1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,7.4
3442,3.2,Cc1ccc(NC(=O)c2cccc(c2)N3CCOCC3)cc1NC(=O)c4ccc(OCc5ccncc5)cc4,7.4
3443,2.6,CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(C)ccc3Cl)n2)cc1,7.4
3444,2.38,CC(=O)Nc1cccc(OCc2cnc(Cl)s2)c1,7.4
3445,3.62,OCC(=O)N1CCC[C@H]1COc2cccc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23,7.4
3446,0.2,COc1ccc(cc1)c2nc(nc(O)c2C#N)N3CCOCC3,7.4
3447,2.59,CN1CCC(COc2cc(OC3CCOCC3)c4c(Nc5c(Cl)ccc6OCOc56)ncnc4c2)CC1,7.4
3448,3.29,COc1cc2ncnc(NCc3ccccc3)c2cc1OC,7.4
3449,3.53,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3ccccc3C(F)(F)F)c2C(=O)N4CC=CC4,7.4
3450,2.17,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc3ccc(OC)cc13,7.4
3451,4.3,Cc1ccc(Oc2ccc(OCC(=O)Nc3ccncc3)cc2)cc1,7.4
3452,2.4,Cn1cnc2cc(OC(=O)c3ccccc3)cnc12,7.4
3453,2.8,Brc1cc(Br)cc(COC[C@@H](N2CCNCC2)c3ccccc3)c1,7.4
3454,0.01,Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CCCCCC2,7.4
3455,2.6,Oc1ccc(cc1)C2CC(=O)c3c(O)cc(O)cc3O2,7.4
3456,2.33,Nc1c(c(CN2CCOCC2)nn1c3ccc(F)cc3)c4ccccc4,7.4
3457,3.32,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N,7.4
