,smiles,pH,logD
3931,NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O,11.0,-0.9
3932,NC(CC1=CNC2=CC=CC=C12)C(=O)NC(CO)C(O)=O,7.4,-2.2
3933,NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(O)=O,7.4,-1.98
3934,NC(CC1=CNC2=CC=CC=C12)C(O)=O,7.4,-1.17
3935,NC(CC1=C[N]C2=CC=CC=C12)C(O)=O,7.4,1.46
3936,NC(CCC(N)=O)C(O)=O,7.4,-1.0
3937,NC(CCCNC(N)=N)C(O)=O,7.4,-1.65
3938,NC(CO)C(=O)NC(CC1=CC=CC=C1)C(O)=O,7.4,-2.54
3939,NC(CS)C(O)=O,7.4,0.82
3940,NC(N)=NC1=NC(CSCC\C(N)=N/S(N)(=O)=O)=CS1,6.8,-1.0
3941,NC(N)=NC1=NC(CSCC\C(N)=N/S(N)(=O)=O)=CS1,7.4,-1.11
3942,NC(N)=NC1=NC(CSCC\C(N)=N\S(N)(=O)=O)=CS1,7.4,-0.62
3943,NC(N)=NN=CC1=C(Cl)C=CC=C1Cl,7.4,1.67
3944,NC1(CC2=CC=C(Cl)C=C2)CCN(CC1)C1=NC=NC2=C1C=CN2,7.4,2.72
3945,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=C2C=CC=CC2=N1)C1=CC=CC=C1,7.4,3.6
3946,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=CC2=CC=NN12)C1=CC=CC=C1,7.4,2.9
3947,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=CN2C=CN=C12)C1=CC=CC=C1,7.4,2.0
3948,NC1(CCC1)C1=CC=C(C=C1)C1=C(C=CN2N=CN=C12)C1=CC=CC=C1,7.4,1.7
3949,NC1(CCC1)C1=CC=C(C=C1)C1=C(N2C=CC=C2C=N1)C1=CC=CC=C1,7.4,2.5
3950,NC1(CCC1)C1=CC=C(C=C1)C1=C(N2C=CC=CC2=N1)C1=CC=CC=C1,7.4,2.8
3951,NC1(CCC1)C1=CC=C(C=C1)C1=C(N2C=CN=C2C=N1)C1=CC=CC=C1,7.4,1.3
3952,NC1(CCC1)C1=CC=C(C=C1)C1=C(N=CC2=NC=CN12)C1=CC=CC=C1,7.4,1.7
3953,NC1(CCC1)C1=CC=C(C=C1)C1=NC2=C(C=C1C1=CC=CC=C1)C1=NNC(=O)N1C=C2,7.4,2.5
3954,NC1(CCC1)C1=CC=C(C=C1)C1=NC2=CC=CC=C2C(=O)N1C1=CC=CC=C1,7.4,1.5
3955,NC1(CCC1)C1=CC=C(C=C1)C1=NC=C2C=CC=CC2=C1C1=CC=CC=C1,7.4,3.6
3956,NC1(CCC1)C1=CC=C(C=C1)C1=NC=C2C=CC=NC2=C1C1=CC=CC=C1,7.4,1.7
3957,NC1(CCC1)C1=CC=C(C=C1)C1=NC=C2C=CN=CC2=C1C1=CC=CC=C1,7.4,2.2
3958,NC1(CCC1)C1=CC=C(C=C1)C1=NC=C2C=NC=CC2=C1C1=CC=CC=C1,7.4,2.2
3959,NC1(CCC1)C1=CC=C(C=C1)C1=NC=C2N=CC=CC2=C1C1=CC=CC=C1,7.4,2.0
3960,NC1(CCC1)C1=CC=C(C=C1)C1=NN2C=CC(=O)N=C2C=C1C1=CC=CC=C1,7.4,0.2
3961,NC1(CCC1)C1=CC=C(C=C1)C1=NN2C=CC=C2C=C1C1=CC=CC=C1,7.4,3.3
3962,NC1(CCC1)C1=CC=C(C=C1)C1=NN2C=CC=CC2=C1C1=CC=CC=C1,7.4,3.2
3963,NC1(CCC1)C1=CC=C(C=C1)N1C(=O)C2=CC=CC=C2N=C1C1=CC=CC=C1,7.4,1.6
3964,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,7.4,4.1
3965,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(C1CC1)C1=CC=C(Cl)C=C1,7.4,3.4
3966,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CC1=CC=CC=C1)C1=CC=C(Cl)C=C1,7.4,4.1
3967,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CCCN1CCCC1)C1=CC=C(Cl)C=C1,7.4,1.3
3968,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CCCN1CCOCC1)C1=CC=C(Cl)C=C1,7.4,2.7
3969,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CCO)C1=CC=C(Cl)C=C1,7.4,2.5
3970,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CO)C1=CC=C(Cl)C=C1,7.4,2.4
3971,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NC(CS(N)(=O)=O)C1=CC=C(Cl)C=C1,7.4,2.2
3972,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)NCC1=CC=C(Cl)C=C1,7.4,2.88
3973,NC1(CCN(CC1)C1=C2C=CNC2=NC=N1)C(=O)N[C@@H](CCN1CCCCC1)C1=CC=C(Cl)C=C1,7.4,2.4
3974,NC12CC3CC(CC(C3)C1)C2,7.4,-0.895
3975,NC12CCC(CC1)(CC2)C1=CC=CC=C1,7.4,0.29
3976,NC1=C(C(=O)NCC2=CC=CC=C2)C2=C(CCCC2)S1,7.4,3.52
3977,NC1=C(C(CN2CCOCC2)=NN1C1=CC=C(F)C=C1)C1=CC=CC=C1,7.4,2.33
3978,NC1=C(C=CC=C1)C(O)=O,7.4,-1.31
3979,NC1=C(C=NN1)C1=CC(Cl)=CC=C1OC1=CC(F)=C(C=C1Cl)S(=O)(=O)NC1=CSC=N1,7.4,2.3
3980,NC1=C(C=NN1)S(=O)(=O)C1=CC=CC=C1,7.4,1.1
3981,NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC=CC(OC[C@@H](O)CO)=C1,7.4,1.91
3982,NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC=CC(OC[C@H](O)CO)=C1,7.4,1.94
3983,NC1=C(CC2=CC=C3OCOC3=C2)C(N)=NN1,7.4,0.47
3984,NC1=C(N=C(N=C1N1CCOCC1)C#N)N1CCCC1,7.4,2.25
3985,NC1=C(N=C(N=C1N1CCOCC1)C#N)N1CCCCC1,7.4,2.71
3986,NC1=C(NC2=CC=CC=C2)N=C(N=C1N1CCOCC1)C#N,7.4,2.72
3987,NC1=C(NC2CC3CCC2C3)N=C(N=C1N1CCOCC1)C#N,7.4,3.53
3988,NC1=C(NC2CCCC2)N=C(N=C1N1CCOCC1)C#N,7.4,2.59
3989,NC1=C(NC2CCCCC2)N=C(N=C1N1CCOCC1)C#N,7.4,2.81
3990,NC1=C(NC2CCOC2)N=C(N=C1N1CCOCC1)C#N,7.4,1.6
3991,NC1=C2C(=CS1)C(=NN(C2=O)C1=CC=C(F)C=C1)C(=O)NC1CC1,7.4,2.8
3992,NC1=C2C(C=CC=C2Cl)=NN1,7.4,1.92
3993,NC1=C2C(COC3=CC=CC(Cl)=C3)=NN(C3CCOCC3)C2=NC=N1,7.4,3.17
3994,NC1=C2C(OC(C3=COC=C3)=C2C2=CC=CO2)=NC=N1,7.4,3.1
3995,NC1=C2C=C(Br)C=CC2=NC2=C1CCN2C1=CC=CC=C1,7.4,3.12
3996,NC1=C2C=C(NC3=CC(=NC(N)=N3)C3=CC=C(C=C3)C(F)(F)F)C=CC2=NC(=C1)C1=CC=C(F)C=C1,7.4,1.54
3997,NC1=C2C=CC(F)=C(C3=NC=CC=N3)C2=NN=C1C(=O)NC1CC1,7.4,1.59
3998,NC1=C2C=CC=C(C3=NC=CC=N3)C2=NC2=C1C(=O)N(C2)C1CCC1,7.4,1.85
3999,NC1=C2C=CC=C(C3=NC=CC=N3)C2=NN=C1C(=O)NC1CC1,7.4,1.5
4000,NC1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1,7.4,2.2
4001,NC1=C2C=CC=CC2=NC=N1,7.4,1.26
4002,NC1=C2C=CC=CC2=NN1,7.4,1.0
4003,NC1=C2C=CNC2=NC=N1,7.4,1.78
4004,NC1=C2C=CSC2=NC=N1,7.4,1.19
4005,NC1=C2CCCCC2=NC2=C1C=CC=C2,7.4,0.275
4006,NC1=C2CCCCC2=NC2=CC=CC=C12,7.4,0.34
4007,NC1=C2N=C(O)N(CC3=CC=CC=C3)C2=NC(=N1)C1=CC=CC=C1,7.4,4.16
4008,NC1=C2N=C(O)N(CC3=CC=CC=C3)C2=NC(NCC2=CC=CC=C2)=N1,7.4,3.69
4009,NC1=C2N=C(SC2=NC=N1)C1=C(N=CN1CC1=CC=CC=C1N1CCOCC1)C1=CC=CC=C1,7.4,3.58
4010,NC1=C2N=C(SC2=NC=N1)C1=C(N=CN1C[C@H]1CCCO1)C1=CC=CC=C1,7.4,2.65
4011,NC1=C2N=C(SC3=NC4=CC=CC(Cl)=C4S3)N(CCO)C2=NC=N1,7.4,2.37
4012,NC1=C2N=CN([C@@H]3O[C@H](CF)[C@@H](O)[C@H]3O)C2=NC(OC2CCCC2)=N1,7.4,1.5
4013,NC1=C2N=CN([C@@H]3O[C@H](CF)[C@@H](O)[C@H]3O)C2=NC(OCC2=NC=CS2)=N1,7.4,0.47
4014,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(OC2CCCC2)=N1,7.4,0.79
4015,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(SCC2=CC=CC=C2)=N1,7.4,1.24
4016,NC1=C2N=CN([C@@H]3O[C@H](CO)[C@H](Cl)[C@H]3O)C2=NC(OC2CCCC2)=N1,7.4,2.16
4017,NC1=C2N=CN([C@@H]3O[C@H](CSCCCNC(=O)NC4=CC=C(Cl)C=C4)[C@@H](O)[C@H]3O)C2=NC=N1,7.4,2.5
4018,NC1=C2N=CN([C@@H]3O[C@H](CSCCCNC(=O)NC4=CC=CC=C4)[C@@H](O)[C@H]3O)C2=NC=N1,7.4,1.9
4019,NC1=C2N=CN([C@@H]3O[C@H](CSCCCNC(=O)NCC4=CC=CC=C4)[C@@H](O)[C@H]3O)C2=NC=N1,7.4,0.9
4020,NC1=CC(=C(C=N1)C1=CC(=NC(=N1)N1CCOCC1)N1CCOCC1)C(F)(F)F,7.4,2.7
4021,NC1=CC(=CC(=C1)C(F)(F)F)C(=O)NC1=CC=CC(=C1)C1=NN=NN1,7.4,0.2
4022,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,7.4,0.77
4023,NC1=CC(=NC2=C(C=NN12)C#N)C1=CC=C(F)C=C1,7.4,2.23
4024,NC1=CC(=NC2=C(C=NN12)C#N)C1=CC=CC=C1,7.4,2.48
4025,NC1=CC(=NC2=C(C=NN12)C#N)C1=CC=CS1,7.4,2.3
4026,NC1=CC(=NC=N1)C1=CC=CC=C1,7.4,1.91
4027,NC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CN1,7.4,2.3
4028,NC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CO1,7.4,2.48
4029,NC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CC=CS1,7.4,3.26
4030,NC1=CC2=NNC(=O)N2C2=CC(=CC=C12)C1=CSC=C1,7.4,3.18
4031,NC1=CC=C(C=C1)C(O)=O,7.4,-1.77
4032,NC1=CC=C(C=C1)C1(CCCCC1)C1=CC=C(N)C=C1,7.4,3.2
4033,NC1=CC=C(C=C1)C1=NC2=CC=C(O)C=C2S1,7.4,3.2
4034,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,7.4,0.78
4035,NC1=CC=C(C=C1)S(=O)(=O)N1CCCC1,7.4,0.98
4036,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC=N1,7.4,-0.01
4037,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,7.4,-0.6
4038,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,7.4,-0.37
4039,NC1=CC=C(C=N1)C(=O)NC1=CC=CC(=C1)C1=NC2=C(OC3=C2C=CC=N3)C(=N1)N1CCOCC1,7.4,3.44
4040,NC1=CC=C(Cl)C(=C1)C(=O)NCC12CC3CC(CC(C3)C1)C2,7.4,3.45
4041,NC1=CC=C(Cl)C(=C1)C1=NC2=C(O1)C=CC=N2,7.4,1.97
4042,NC1=CC=C(N=NC2=CC=CC=C2)C(N)=N1,7.4,3.22
4043,NC1=CC=C(OCC2=CC=CC=C2)C=C1,7.4,2.2
4044,NC1=CC=C(OCCC2=CC=CC=C2)C=C1,7.4,2.71
4045,NC1=CC=C(\N=N\C2=CC=CC=C2)C(N)=N1,7.4,3.31
4046,NC1=CC=C2C(=O)C(=O)C3=CC=CC=C3C2=C1,7.4,2.39
4047,NC1=CC=C2C3=CC=C(N)C=C3C(=O)C(=O)C2=C1,7.4,1.72
4048,NC1=CC=C2C3=CC=CC=C3C(=O)C(=O)C2=C1,7.4,2.23
4049,NC1=CC=C2C3=CC=CC=C3C(=O)C2=C1,7.4,2.9
4050,NC1=CC=C2C=CC=C(NC3=NC=CC=N3)C2=N1,7.4,2.7
4051,NC1=CC=C2C=CC=CC2=N1,7.4,1.7
4052,NC1=CC=C2C=NNC2=C1,7.4,0.52
4053,NC1=CC=C2N=C(SC2=C1)C1=CC=C(O)C=C1,7.4,3.1
4054,NC1=CC=C2N=CC=CC2=C1,7.4,1.33
4055,NC1=CC=C2N=CN=C(NC3=CC=C(F)C(Cl)=C3)C2=C1,7.4,2.64
4056,NC1=CC=C2NC(CC3=CC=C(OC4=CC=CC=C4)C=C3)=NC2=C1,7.4,3.8
4057,NC1=CC=CC(=C1)C(O)=O,7.4,-2.38
4058,NC1=CC=CC(C(=O)NCC23CC4CC(CC(C4)C2)C3)=C1Cl,7.4,3.29
4059,NC1=CC=CC(CCC2=CC=C3C=CNC3=C2)=N1,7.4,2.8
4060,NC1=CC=CC(NC(=O)C2=CC=C(CNC(=O)OCC3=CC=CN=C3)C=C2)=C1,7.4,1.6
4061,NC1=CC=CC(NS(=O)(=O)C2=CC=C(C=C2)C2=CC=C(C=C2)C#N)=N1,7.4,2.2
4062,NC1=CC=CC2=C1C(=O)C(=O)C1=CC=CC=C21,7.4,2.95
4063,NC1=CC=CC2=C1C(=O)N(CC1=CC=CC(Cl)=C1)C2=O,7.4,3.18
4064,NC1=CC=CC2=C1C1=CC=CC=C1C(=O)C2=O,7.4,2.31
4065,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1=NC=C(CN2CCC2)C=C1C#N,7.4,1.22
4066,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1=NC=C(CN2CCC2)C=C1F,7.4,1.69
4067,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1=NC=C(CN2CCCCC2)S1,7.4,2.82
4068,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1=NC=CC=C1C#N,7.4,1.58
4069,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1=NC=CS1,7.4,2.3
4070,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1CCN(CC2=CC=C(C=C2)C(=O)NC2CC2)CC1,7.4,2.31
4071,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1CCN(CC2=CC=CC=C2)CC1,7.4,2.51
4072,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)C1CCN(CCC(=O)NC2=CC=CC=C2F)CC1,7.4,2.76
4073,NC1=CC=CC=C1NC(=O)C1=CC=C(C=C1)N1CCOCC1,7.4,1.2
4074,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC(=O)OCC2=CC=CN=C2)C=C1,7.4,1.26
4075,NC1=CC=CC=C1NC(=O)C1=CC=C(CNC2=NC=CC(=N2)C2=CC=CN=C2)C=C1,7.4,2.28
4076,NC1=CC=CC=C1NC(=O)C1=CC=CC=N1,7.4,1.0
4077,NC1=CC=CC=C1[N+]([O-])=O,7.4,-0.96
4078,NC1=CC=NC(=N1)C1=CC=CN=C1,7.4,0.44
4079,NC1=NC(=CS1)C(=N\OCC(O)=O)\C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,7.4,-0.79
4080,NC1=NC(=CS1)C1=CC=C(Cl)C=C1,7.4,3.31
4081,NC1=NC(=CS1)C1=CC=CC=C1,7.4,2.43
4082,NC1=NC(=NC(N)=C1CC1=CC=CC=C1F)C1=CC=CC=N1,7.4,2.12
4083,NC1=NC(=NC(N)=N1)C1=CC=C(Cl)C=C1,7.4,2.12
4084,NC1=NC(=NC(N)=N1)C1=CC=CC(=C1)C(F)(F)F,7.4,2.4
4085,NC1=NC(=NN1CC1=CC=CC=C1)C1=CC=CC=C1,7.4,1.91
4086,NC1=NC(=NS1)C1=CC=CC=C1,7.4,2.2
4087,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,6.8,-1.8
4088,NC1=NC(=O)N(C=C1)[C@@H]1CS[C@H](CO)O1,7.4,-0.92
4089,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,7.4,-1.5
4090,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,7.4,-1.1
4091,NC1=NC(C2=CC=CC(F)=C12)(C1=CC=CC(=C1)C1=CN=CN=C1)C1=CC=NC(=C1)C(F)(F)F,7.4,3.4
4092,NC1=NC(CC(=O)N1)C1=CC=C(Cl)C(Cl)=C1,7.4,1.46
4093,NC1=NC(CCC2=CC=CC(Br)=C2)=CC(=O)N1,7.4,2.52
4094,NC1=NC(CCC2=CC=CC=C2)=CC(=O)N1,7.4,1.4
4095,NC1=NC(Cl)=NC(NCC2=CC=CC=C2)=N1,7.4,2.26
4096,NC1=NC(N)=C(C(COCC2=CC=CC=C2)=N1)C1=CC=C(NC(=O)C2CC2)C=C1,7.4,2.46
4097,NC1=NC(N)=C(N=C1Cl)C(=O)NC1=CC=CC=N1,7.4,2.67
4098,NC1=NC(N)=C2C=C(Br)C=CC2=N1,7.4,1.78
4099,NC1=NC(N)=C2C=C(NCC3=CC=C(Cl)C(Cl)=C3)C=CC2=N1,7.4,2.22
4100,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,7.4,1.16
4101,NC1=NC(N)=C2N=C(CO)C=NC2=N1,7.4,-0.45
4102,NC1=NC(NC2=C(F)C=CC(F)=C12)C1=CC=CO1,7.4,1.2
4103,NC1=NC(NC2=CC3=C(N)C=C(N=C3C=C2)C2=CC=C(F)C=C2)=CC(=N1)C1=CC=CC(Cl)=C1,7.4,2.5
4104,NC1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NN1C(=O)C1=C(F)C=CC=C1F,7.4,1.87
4105,NC1=NC(NC2=CC=C(F)C(Cl)=C2)=C2N=CNC2=N1,7.4,2.75
4106,NC1=NC(NC2=CC=CC(Br)=C2)=C2N=CNC2=N1,7.4,3.04
4107,NC1=NC(NC2=CC=CC(F)=C12)C1=CC=CS1,7.4,0.91
4108,NC1=NC(O)=C2N=CN(COCCO)C2=N1,7.4,-1.42
4109,NC1=NC(O)=CC(=N1)C1=CC=C(O)C=C1,7.4,1.05
4110,NC1=NC2(CCN(CC2)C(=O)C2=CC=C(C=C2)C#N)NC2=C(F)C=CC(F)=C12,7.4,0.86
4111,NC1=NC2(CCN(CC2)C(=O)C2=CC=C(C=C2)C#N)NC2=CC=CC(F)=C12,7.4,0.66
4112,NC1=NC2(CCN(CC2)C(=O)C2=CC=C(N=C2)C#N)NC2=C(F)C=CC(F)=C12,7.4,0.79
4113,NC1=NC2=C(C=C(Cl)C=C2)C2=NC(=NN12)C1=CC=CO1,7.4,3.98
4114,NC1=NC2=C(CC(COC3=CC=CC=C3)O2)C(N)=C1C#N,7.4,2.08
4115,NC1=NC2=C(N=CN2COCCO)C(=O)N1,7.4,-1.42
4116,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,7.4,3.34
4117,NC1=NC2=C(S1)C=CC=C2,7.4,2.0
4118,NC1=NC2=CC3=C(CCN(CC4=CC=CC(F)=C4)CC3)C=C2S1,7.4,3.3
4119,NC1=NC2=CC3=C(CCN(CC4=CC=CC=C4)CC3)C=C2S1,7.4,2.66
4120,NC1=NC2=CC3=C(CCN(CC4=CN=CN4)CC3)C=C2S1,7.4,-0.12
4121,NC1=NC2=CC=C(C=C2N1)C(=O)C1=CC=CC=C1,7.4,2.29
4122,NC1=NC2=CC=C(C=C2S1)C1=CC=CC(O)=C1,7.4,3.1
4123,NC1=NC2=CC=C(F)C=C2S1,7.4,2.2
4124,NC1=NC2=CC=CC=C2N1C(=O)C1=CC=CC=C1,7.4,1.56
4125,NC1=NC2=NC(SCC3=CC=CC(F)=C3F)=NC(O)=C2S1,7.4,2.5
4126,NC1=NC2=NC(SCC3=CC=CC=C3)=NC(N)=C2S1,7.4,3.1
4127,NC1=NC=C(C=C1C1=NC2=CC=CC=C2O1)C1=CN(N=C1)C1CCN(CC1)C(=O)CO,7.4,3.2
4128,NC1=NC=C(C=C1C1=NC2=CC=CC=C2O1)C1=CN(N=C1)C1CCNCC1,7.4,1.85
4129,NC1=NC=C(C=C1C1=NC2=CC=CC=C2O1)C1=CN(N=C1)C1CCOCC1,7.4,4.0
4130,NC1=NC=C(N1)C1=CC=C(F)C=C1,7.4,1.39
4131,NC1=NC=C(N=C1C(=O)NC1=CC=CN=C1)C1=CC=C(C=C1)S(=O)(=O)N1CCOCC1,7.4,2.83
4132,NC1=NC=C(NC(=O)C2=CC(NC(=O)C3=CC=CC(=C3)C(F)(F)F)=CC=C2Cl)C=C1Cl,7.4,3.26
4133,NC1=NC=C2C=C(C(N)=NC2=N1)C1=C(Br)C=CC=C1Br,7.4,2.06
4134,NC1=NC=CC(=N1)C1=CC2=C(N1)[C@@H](CCF)CNC2=O,7.4,0.51
4135,NC1=NC=CC(=N1)C1=CC2=C(N1)[C@H](CCF)CNC2=O,7.4,0.51
4136,NC1=NC=CC(=N1)C1=CC=CC=C1,7.4,2.0
4137,NC1=NC=CC(=N1)C1=CC=CS1,7.4,1.75
4138,NC1=NC=CC(=N1)C1=CNC2=C1C=CC=C2,7.4,1.68
4139,NC1=NC=CC(=N1)N1C=CC2=CC=CC=C12,7.4,2.71
4140,NC1=NC=CC(\C=C\C2=CC=C(Cl)C=C2)=N1,7.4,3.5
4141,NC1=NC=CC2=C1C=CC=C2,7.4,1.5
4142,NC1=NC=CC=C1NCC1=CC=CC(=C1)C1=CC=CN=C1,7.4,3.0
4143,NC1=NC=NC(NC2=CC=CC=C2)=N1,7.4,1.4
4144,NC1=NC=NC2=C1C(=CC(=N2)C1=CC=C(N=C1)N1CCOCC1)C1=CC=CC(Br)=C1,7.4,3.2
4145,NC1=NC=NC2=C1C(=O)N(CCO2)C1=CC=C(C=C1)[C@H]1CC[C@H](CC(O)=O)CC1,7.4,-0.5
4146,NC1=NC=NC2=C1N=CN2CC1=CC=CC=C1,7.4,1.53
4147,NC1=NN(CC1)C1=CC=CC(=C1)C(F)(F)F,7.4,2.55
4148,NC1=NN2C(=N1)N=C(C=C2C(F)(F)F)C1=CC=CS1,7.4,2.01
4149,NC1=NN=C(C(N)=N1)C1=CC=CC(Cl)=C1Cl,7.4,1.38
4150,NC1=NN=C(CC2=CC=C(Cl)C=C2)S1,7.4,2.34
4151,NC1=NN=C(CCSCCC2=NN=C(N)S2)S1,7.4,-0.1
4152,NC1=NN=C(CCSCCC2=NN=C(NC(=O)CC3=CC=CC=C3)S2)S1,7.4,2.0
4153,NC1=NN=C(S1)C1=CC=CC=C1,7.4,1.8
4154,NC1=NNC(NC2=CC=CC=C2)=N1,7.4,1.06
4155,NC1=NNC2=C(Cl)C=CC=C12,7.4,1.7
4156,NC1=NNC2=NC=C3CCCCCCC3=C12,7.4,2.54
4157,NC1=NNC2=NN=C(C3=CC=CC=C3)C(=C12)C1=CC=CC=C1,7.4,2.6
4158,NC1=NNC=C1C1=CC(=CC=C1OC1=CC(F)=C(C=C1Cl)S(=O)(=O)NC1=CSC=N1)C(F)(F)F,7.4,2.65
4159,NC1=NON=C1\C(NC1=CC=C(F)C(Cl)=C1)=N\O,7.4,2.7
4160,NC1C2CN(CC12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=CC=C(F)C=C1F)C(O)=O,7.4,0.3
4161,NC1CCC2=CC(OC(=O)C3=CC=CC=C3)=C(OC(=O)C3=CC=CC=C3)C=C2C1,7.4,2.6
4162,NC1CCN(CC1)C1=NC=CC(C(=O)NCC23CC4CC(CC(C4)C2)C3)=C1Cl,7.4,1.19
4163,NC1[C@@H]2CN(C[C@H]12)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,7.4,0.07
4164,NCC(=O)N1CCC[C@H]1C(=O)NCC(N)=O,7.4,-3.05
4165,NCC(=O)NC(CC1=CC=CC=C1)C(=O)NCC(O)=O,7.4,-2.74
4166,NCC(=O)NC(CC1=CC=CC=C1)C(O)=O,7.4,-2.3
4167,NCC(=O)NC(CC1=CNC2=CC=CC=C12)C(=O)NCC(O)=O,7.4,-2.71
4168,NCC(=O)NC(CC1=CNC2=CC=CC=C12)C(O)=O,7.4,-2.17
4169,NCC(=O)NCC(O)=O,7.4,-2.92
4170,NCC(O)(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,7.4,2.69
4171,NCC(O)(C1=CC=CC=C1)C1=CC=CC=C1,7.4,0.9
4172,NCC(O)=O,7.4,-0.22
4173,NCC1(CC(O)=O)CCCCC1,7.4,-2.0
4174,NCC1=CC=C(NC(=O)C2=CC(NC3=NC=CC=N3)=C3C=C(C=CC3=C2)C(\N)=N\O)C=C1,7.4,-0.85
4175,NCC1=NC2=CC=CC=C2N1,7.4,0.4
4176,NCC1CCC(CC1)C(O)=O,7.4,-3.0
4177,NCCC1=C2SC(O)=NC2=C(O)C=C1,7.4,0.33
4178,NCCC1=CNC2=C1C=C(O)C=C2,7.4,-2.17
4179,NCCCC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(Cl)C=C23)CC1,7.4,1.5
4180,NCCCCC(N)C(O)=O,7.4,-2.27
4181,NCCCCC1=CC=CC=C1,7.4,-0.62
4182,NCCCCCC1=CNC2=CC=C(F)C=C12,7.4,0.6
4183,NCCCCN(CC1=NC2=CC=CC=C2N1)C1CCCC2=CC=CN=C12,7.4,0.83
4184,NCCC[C@H](N)C(O)=O,7.4,-2.17
4185,NCC[C@@H](OC1=CC(Cl)=C(F)C=C1C#N)C1=CC=CC=C1,7.4,0.77
4186,NCC[C@@H](OC1=CC(Cl)=CC=C1C#N)C1=CC=CC=C1,7.4,0.76
4187,NCC[C@@H](OC1=CC=C(Cl)C=C1C#N)C1=CC=CC=C1,7.4,0.91
4188,NCC[C@@H](OC1=NC(=CC=C1C#N)C(F)(F)F)C1=CC=NO1,7.4,-0.49
4189,NCC[C@@H](SC1=CC(Cl)=CC=C1C#N)C1=CC=CC=C1,7.4,1.26
4190,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,6.8,-2.0
4191,NNC(=O)C1=CC=NC=C1,7.4,-0.57
4192,NNC1=NC2=CC=CC=C2NC1=O,7.4,0.44
4193,NNCCC1=CC=CC=C1,7.4,-0.01
