ID	SMILES	logD7.4
B-logD7.4-305	s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCCOCCc1ccccc1	1.83
B-logD7.4-307	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCc1ccccc1	1.15
B-logD7.4-308	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1nccc2c1cccc2	2.35
B-logD7.4-309	s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCCc1ccccc1	2.22
B-logD7.4-310	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)CCOCCc1cc(SC)ccc1	1.63
B-logD7.4-311	s1c2c(nc1O)c(O)ccc2CCNCCCN(S(=O)(=O)CCOCCc1ccccc1)C	1.24
B-logD7.4-312	s1cnc(C)c1CCOCCCS(=O)(=O)CCNCCc1c2sc(O)nc2c(O)cc1	1.44
B-logD7.4-313	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCNc1ccccc1	1.98
B-logD7.4-314	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ncc(cc1)C	1.56
B-logD7.4-315	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(NS(=O)(=O)C)cc1	1.34
B-logD7.4-316	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1oc2c(c1)cccc2	2.86
B-logD7.4-317	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccc(cc1)C#N	2
B-logD7.4-319	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCSCCc1ccccc1	1.77
B-logD7.4-320	s1c2c(nc1O)c(O)ccc2CCNCCCNS(=O)(=O)CCOCc1c2c(ccc1)cccc2	1.69
B-logD7.4-321	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccc(F)cc1	1.57
B-logD7.4-322	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCc1ccccc1C	2.84
B-logD7.4-323	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOCCSc1ccccc1	2.68
B-logD7.4-324	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCOC[C@H](C)c1ccccc1	2.32
B-logD7.4-325	s1c2c(nc1O)c(O)ccc2CCN(CCCOCCOCCc1ccccc1)C	2.44
B-logD7.4-326	s1c(ccc1C)CCCOCCS(=O)(=O)CCCNCCc1c2sc(O)nc2c(O)cc1	2.41
B-logD7.4-327	s1c2c(nc1O)c(O)ccc2CCN(CCCOCCOCCc1ccccc1)CCC	2.74
B-logD7.4-328	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1cc(ccc1)C(F)(F)F	2.62
B-logD7.4-329	s1c2c(nc1O)c(O)ccc2CCNCCNS(=O)(=O)CCOCCc1cc(cc(c1)C)C	2.59
B-logD7.4-330	s1c2c(nc1O)c(O)ccc2CCN(CCN(C(=O)CCOCCc1ccccc1)C)C	2.59
B-logD7.4-331	s1c2c(nc1O)c(O)ccc2CCNCCS(=O)(=O)CCCO[C@H](Cc1ccccc1)C	1.81
B-logD7.4-332	Clc1cc(ccc1)CCOCCNS(=O)(=O)CCCNCCc1c2sc(O)nc2c(O)cc1	1.92
B-logD7.4-333	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCSc1ccccc1	1.84
B-logD7.4-334	s1c2c(nc1O)c(O)ccc2CCNCCCS(=O)(=O)NCCOCCc1ccc(cc1)C	2.07
B-logD7.4-335	n1-2c(ccc1)C(=Nc1c-2cccc1)NCCCN1CCN(CC1)CCCNC1=Nc2c(-n3c1ccc3)cccc2	2.52
B-logD7.4-336	O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)NCCCNCCCNC1=Nc2c(-n3c1ccc3)cc(OC)cc2	2.58
B-logD7.4-337	O(C)c1cc2N=C(NCCCNCCCNC3=Nc4cc(OC)ccc4-n4c3ccc4)c3n(-c2cc1)ccc3	2.76
B-logD7.4-338	O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)NCCCN(CCCNC1=Nc2c(-n3c1ccc3)cc(OC)cc2)C	3.41
B-logD7.4-339	O(C)c1cc2N=C(NCCCN(CCCNC3=Nc4cc(OC)ccc4-n4c3ccc4)C)c3n(-c2cc1)ccc3	3.55
B-logD7.4-340	O(C)c1cc2N=C(NCCCN3CCN(CC3)CCCNC3=Nc4cc(OC)ccc4-n4c3ccc4)c3n(-c2cc1)ccc3	3.72
B-logD7.4-341	n1-2c(ccc1)C(=Nc1c-2cccc1)NCCCN(CCCNC1=Nc2c(-n3c1ccc3)cccc2)C	4.12
B-logD7.4-342	Clc1cc2-n3c(ccc3)C(=Nc2cc1)NCCCN(CCCNC1=Nc2c(-n3c1ccc3)cc(Cl)cc2)C	4.44
B-logD7.4-343	O(C)c1cc2-n3c(ccc3)C(=Nc2cc1)NCCCN1CCN(CC1)CCCNC1=Nc2c(-n3c1ccc3)cc(OC)cc2	4.67
B-logD7.4-344	O(C)c1nc2-n3c(ccc3)C(=Nc2cc1)NCCCN1CCN(CC1)CCCNC1=Nc2ccc(OC)nc2-n2c1ccc2	4.73
B-logD7.4-345	Clc1cc2-n3c(ccc3)C(=Nc2cc1)NCCCN1CCN(CC1)CCCNC1=Nc2c(-n3c1ccc3)cc(Cl)cc2	4.92
B-logD7.4-347	Clc1cc2-n3c(ccc3)C(=Nc2cc1)NCCCNCCCNC1=Nc2c(-n3c1ccc3)cc(Cl)cc2	5.06
B-logD7.4-348	Clc1n-2c(cc1)C(=Nc1cc(OC)ccc1-2)NCCCN1CCN(CC1)CCCNC1=Nc2cc(OC)ccc2-n2c1ccc2Cl	5.74
B-logD7.4-351	Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1nc(cc(n1)C)C)C(O)=O)c1ccccc1	0.4
B-logD7.4-352	Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1nc(cc(n1)C)C)C(O)=O)c1cc(ccc1)-c1ccccc1	1.8
B-logD7.4-353	Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1cc(cc(c1)C)C)C(O)=O)c1ccccc1	2.1
B-logD7.4-354	Fc1cc(F)cc(F)c1CN1c2c(cccc2)[C@](NCC1=O)([C@H](Oc1nc(cc(n1)C)C)C(O)=O)c1cc(ccc1)CCCC	2.3
B-logD7.4-355	Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN(CCO)CC)c4)c2)cccc1F	1.9
B-logD7.4-356	Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN3CCC[C@@H]3CO)c4)c2)cccc1F	2
B-logD7.4-357	Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3ccc(OCCCN3CCC[C@@H]3CO)c4)c2)cccc1F	2.1
B-logD7.4-358	Fc1cc(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN3CCC(CC3)CO)c4)c2)ccc1	2.1
B-logD7.4-359	Fc1cc(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN(CCO)CC)c4)c2)ccc1	2.1
B-logD7.4-360	Fc1c(NC(=O)Cc2[nH]nc(Nc3ncnc4c3cc(OC)c(OCCCN(CCC)CCO)c4)c2)cccc1F	2.3
B-logD7.4-4	OC(=O)[C@H]1N(CCC1)C(=O)[C@@H](N[C@@H](CCc1ccccc1)C(O)=O)CCCCN	-3.4
B-logD7.4-53	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCC(O)=O)CC1CCCCC1)Cc1ccccc1	2.8
B-logD7.4-54	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCC(N)(C)C)CC1CCCCC1)Cc1ccccc1	3.5
B-logD7.4-56	o1nc(nc1N)NCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](O[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.4
B-logD7.4-58	O1CC[N+]([O-])(CC1)CCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	3.6
B-logD7.4-60	O1CC[N+]([O-])(CC1)CCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.07
B-logD7.4-65	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCC(N)(C)C)CC1CCCCC1)Cc1ccccc1	3.8
B-logD7.4-71	o1nc(nc1N)NCCNC(=O)[C@H](C(C)C)C[C@H](O)[C@@H](NC(=O)[C@@H](N[C@@H](Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)CCCC)CC1CCCCC1	4.11
B-logD7.4-73	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCN)CC1CCCCC1)Cc1ccccc1	3.5
B-logD7.4-74	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCNC(=O)C)CC1CCCCC1)Cc1ccccc1	4.3
B-logD7.4-75	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCNC(=O)N)CC1CCCCC1)Cc1ccccc1	4.2
B-logD7.4-78	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCC\N=C(/NC#N)\N)CC1CCCCC1)Cc1ccccc1	4.5
B-logD7.4-79	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCC\N=C(/NC#N)\NC)CC1CCCCC1)Cc1ccccc1	4.4
B-logD7.4-8	S(=O)(=O)(c1cc(CN(C)C)c(O)cc1)c1cc(S(=O)(=O)N)oc1	0.11
B-logD7.4-81	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCNc1nc([nH]n1)N)CC1CCCCC1)Cc1ccccc1	4.2
B-logD7.4-82	O(COC)C1CCN(CC1)C(=O)[C@@H](O[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCNc1nc([nH]n1)N)CC1CCCCC1)Cc1ccccc1	4
B-logD7.4-85	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCC(O)=O)CC1CCCCC1)Cc1ccccc1	2.8
B-logD7.4-86	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCN)CC1CCCCC1)Cc1ccccc1	3.3
B-logD7.4-87	O(COC)C1CCN(CC1)C(=O)[C@@H](N[C@@H](CCCC)C(=O)N[C@H]([C@@H](O)C[C@@H](C(C)C)C(=O)NCCCNCCO)CC1CCCCC1)Cc1ccccc1	3.5
B-logD7.4-9	s1cc(cc1S(=O)(=O)N)C(=O)c1ccc(cc1)CNC	0.14
B-logD7.4-93	N(C(Nc1ccccc1C)=N)c1ccccc1C	0.7
B-logD7.4-94	N(C(Nc1ccc(cc1)CC)=N)c1ccc(cc1)CC	1.7
B-logD7.4-97	N(C(Nc1ccc(cc1)C(C)C)=N)c1ccc(cc1)C(C)C	2.72
B-logD7.4-99	N(C(Nc1ccc(cc1)C(CC)C)=N)c1c2c3c(CCc3ccc2)cc1	3.31
C-logD7.4-11	S(=O)(=O)(Nc1cc2c(N=C(NC2=O)N)cc1)c1ccc(cc1)C(=O)N[C@@H](CCC(OCC)=O)C(OCC)=O	2.46
C-logD7.4-13	O=C(N1CCc2c1cc1c(nc(cc1C)C)c2)C	2.64
C-logD7.4-135	o1c(nnc1-c1occc1)-c1cc(NC(=O)CCC2CCCCC2)ccc1	6.84
C-logD7.4-14	Clc1sc(cc1)-c1oc(nn1)NC(=O)c1ccc(S(=O)(=O)N(C)C)cc1	2.83
C-logD7.4-15	O(CCCON1C(NC(=NC1=N)N)(C)C)c1ccccc1C	2.83
C-logD7.4-16	O(N1C(N=C(N=C1N)N)(C)C)CCc1cc2c(cc1)cccc2	2.92
C-logD7.4-17	O(C)c1ccc(Nc2ccccc2NC(=O)c2ccc(O)nc2)cc1	2.92
C-logD7.4-18	O(CCCON1C(NC(=NC1=N)N)(C)C)c1ccc(cc1CCC)C(=O)C	2.92
C-logD7.4-19	s1cccc1CNC(=O)c1n2c(nc1C)C=CC=C2	2.92
C-logD7.4-20	O1c2cc(ccc2OC1)CNC(=O)c1n2c(nc1C)C=CC=C2	3.02
C-logD7.4-21	o1cccc1CNC(=O)c1n2C=C(C=Cc2nc1C)C	3.02
C-logD7.4-22	o1c(ccc1[N+](=O)[O-])C(=O)NNC(=O)c1cc2c(cc1)cccc2	3.02
C-logD7.4-23	ClC1=Nn2c(nnc2C(F)(F)F)C=C1	3.11
C-logD7.4-24	Fc1ccc(Oc2cc(cnc2)-c2cc3nc([nH]c3cc2)N)cc1	3.11
C-logD7.4-25	s1c2cc(OC)ccc2cc1C(=O)Nc1ccc(cc1)C1CCN(CC1)C	3.11
C-logD7.4-26	O(CCCON1C(NC(=NC1=N)N)(C)C)c1cc(cc(c1)C)C	3.2
C-logD7.4-27	O=C(NCc1ccccc1)c1n2c(nc1C)C=CC=C2	3.2
C-logD7.4-31	O(C)c1ccc(cc1)CCNC(=O)c1n2c(nc1C)C=CC=C2	3.39
C-logD7.4-32	O=C(NCC(C)C)c1n2C=C(C=Cc2nc1C)C	3.39
C-logD7.4-33	Clc1cc(Cl)ccc1OCCCON1C(NC(=NC1=N)N)(C)C	3.39
C-logD7.4-36	Brc1n2C=CC=Nc2nc1-c1cc2OCOc2cc1	3.48
C-logD7.4-37	O(c1ccc(-n2ccnc2)cc1)c1nc(ncc1)N1C[C@@H](NCC1)Cc1ccccc1	3.58
C-logD7.4-4	n1cc(c2c(cccc2)c1)-c1ccc(cc1)CNCC1CCNC1	1.52
C-logD7.4-40	Clc1sc(cc1)C(=O)Nc1oc(nn1)-c1ccc(SC)cc1	3.76
C-logD7.4-41	Fc1ccc(cc1)-c1oc(nc1COCC(F)(F)F)C1CCN(CC1)CCc1ccc(cc1)C(N)=N	3.76
C-logD7.4-42	O(CC(=O)NCc1ccccc1)c1cc(nc2c1cc(OC)cc2)C	3.86
C-logD7.4-43	s1cccc1-c1nc2n(C=CC(=C2)C)c1NC(=O)Cc1ccc(OC)cc1	3.95
C-logD7.4-45	O(c1nc(ncc1C)N1C[C@@H](NCC1)Cc1ccccc1)c1ccc(-n2ccnc2)cc1	4.04
C-logD7.4-47	Clc1ccc(cc1)CNC(=O)c1n2c(nc1C)C=CC=C2	4.04
C-logD7.4-48	FC(F)(F)c1nc2n(C=CC=C2)c1C(=O)NCc1cc2OCOc2cc1	4.23
C-logD7.4-49	Clc1cc(ccc1)CNc1nnc(c2c1cccc2)C	4.32
C-logD7.4-5	s1c(ccc1CNc1cccnc1)-c1cc2c(cc1OC1CCNCC1)cncc2	1.9
C-logD7.4-50	FC(F)(F)c1nc2n(C=C(C=C2)C)c1C(=O)NCc1occc1	4.32
C-logD7.4-51	o1c(ccc1[N+](=O)[O-])C(=O)NNC(=O)c1ccc(cc1)COc1ccc(OCC)cc1	4.32
C-logD7.4-54	S(c1c2c(nc(nc2N)N)ccc1)c1cc2c(cc1)cccc2	4.41
C-logD7.4-55	s1cc(nc1-c1ccccc1NC(OCC1CCNCC1)=O)C1CCC1	4.41
C-logD7.4-57	Clc1ccc(cc1)-c1oc(nn1)NC(=O)c1cc(ccc1)C(F)(F)F	4.51
C-logD7.4-58	o1cccc1C=CC(=O)N1CCN(CC1)Cc1cc2OCOc2cc1	4.51
C-logD7.4-6	S(c1nc(ncc1)N1CCN(CC1)c1ccncc1)c1nnc(n1CCCN1CCOCC1)-c1ncccc1	2.08
C-logD7.4-73	s1nc(nc1SCC(=O)N1CCCC1)-c1ccc(OC)cc1	4.97
C-logD7.4-8	S(c1nc(ncc1)N1CCN(CC1)c1ccncc1)c1nnc(n1CCN1CCOCC1)Cc1ccccc1	2.18
C-logD7.4-83	Clc1c2c(sc1C(=O)NC=1SCCN=1)cc(F)cc2	5.16
C-logD7.4-9	[nH]1c2c(cc(cc2)C)c(c1C1CCCNC1)-c1ccncc1	2.18
E-logD7.4-1	O(C)c1ccc(cc1)/C(=N\O)/COC	1.64
E-logD7.4-10	Fc1cc(N\C(=N/O)\c2ccc(OC)cc2)ccc1	3.09
E-logD7.4-11	O(C)c1ccc(cc1)/C(=N\O)/Nc1ccccc1	3.1
E-logD7.4-12	o1c(nc(CNCCC2N(CCC2)C)c1C)-c1cc(ccc1)C	3.3
E-logD7.4-13	o1c(nc(CNCCC2N(CCC2)C)c1C)-c1ccc(cc1)C	3.3
E-logD7.4-14	Fc1cc(ccc1)-c1nn2c(N=C(C=C2N2CCNCC2)C)c1	3.44
E-logD7.4-15	O(C)c1ccccc1/C(=N/O)/NC1CCCCC1	3.6
E-logD7.4-16	FC(F)(F)c1cc(N\C(=N/O)\c2ccc(OC)cc2)ccc1	3.67
E-logD7.4-17	Fc1cc(ccc1)-c1nn2c(N=C(C=C2NCCCn2ccnc2)C)c1	3.67
E-logD7.4-18	Fc1cccc(F)c1/C(=N/O)/NC1CCCCC1	3.67
E-logD7.4-19	O(C)c1ccc(cc1)/C(=N\O)/Nc1cc(ccc1)CC	3.76
E-logD7.4-2	O(C(=O)c1ccccc1)C1=CC(=O)N(C1)C	2.34
E-logD7.4-20	O(c1ccccc1OC)c1ncccc1/C(=N\O)/NC1CCCCC1	3.77
E-logD7.4-21	O(C)c1ccc(cc1)/C(=N/O)/NC1CCCCC1	3.82
E-logD7.4-22	O(C)c1cc(ccc1)/C(=N/O)/NC1CCCCC1	3.84
E-logD7.4-23	O\N=C(/NC1CCCCC1)\c1ccccc1	3.9
E-logD7.4-24	O(c1ncccc1/C(=N\O)/NC1CCCCC1)c1ccccc1	3.92
E-logD7.4-25	O\N=C(/NCC1CC1)\c1ccccc1-c1ccccc1	4
E-logD7.4-26	Fc1ccc(N\C(=N\O)\c2ccccc2-c2ccccc2)cc1	3.98
E-logD7.4-27	Fc1ccccc1Oc1ncccc1/C(=N\O)/NC1CCCCC1	3.99
E-logD7.4-28	O(c1ccc(cc1OC)C)c1ncccc1/C(=N/O)/NC1CCCCC1	4.02
E-logD7.4-29	Fc1ccc(cc1)/C(=N/O)/NC1CCCCC1	4.02
E-logD7.4-3	O(C)c1ccc(cc1)/C(=N/O)/Nc1cc(ccc1)C#N	2.41
E-logD7.4-33	Fc1ccc(cc1)-c1nn2c(N=C(C=C2N2CCNCC2)C(C)(C)C)c1	4.15
E-logD7.4-34	o1cc(nc1-c1ccc(OC)cc1)CNC(CCCCC)C	4.16
E-logD7.4-35	o1cc(nc1-c1ccc(OCC(=O)c2ccccc2)cc1)CNC(CCCCC)C	4.16
E-logD7.4-36	Fc1ccc(cc1)-c1nn2c(N=C(C=C2NC2CCNCC2)c2ccccc2)c1	4.2
E-logD7.4-37	N(Cc1ccc(cc1)-c1ccccc1)C(CCCCC)C	4.2
E-logD7.4-4	O(C(=O)c1ccc(OC)cc1)C1=CC(=O)N(C1)C	2.72
E-logD7.4-40	O\N=C(/NC1CCCC1)\c1ccccc1-c1ccccc1	4.3
E-logD7.4-41	O(c1ccccc1CC)c1ncccc1/C(=N\O)/NC1CCCCC1	4.31
E-logD7.4-42	O\N=C(/Nc1ccccc1)\c1ccccc1-c1ccccc1	4.32
E-logD7.4-43	o1cc(nc1-c1cc(OC)ccc1)CNC(CCCCC)C	4.32
E-logD7.4-44	O(c1ncccc1/C(=N/O)/NC1CCCCC1)c1ccc(cc1)C	4.32
E-logD7.4-45	O\N=C(/NC1CCCCC1)\C1CCCCC1	4.41
E-logD7.4-46	O\N=C(\NC1CCCCC1)/c1c2c(ccc1)cccc2	4.43
E-logD7.4-47	O(c1ccccc1/C(=N/O)/NC1CCCCC1)c1ccccc1	4.43
E-logD7.4-48	Fc1cc(ccc1)-c1nn2c(N=C(C=C2NCCCN2CCOCC2)C)c1	4.44
E-logD7.4-49	O\N=C(/N1CCCCC1)\c1ccccc1-c1ccccc1	4.46
E-logD7.4-5	O\N=C(/CNC1CCCCC1)\c1ccccc1	2.78
E-logD7.4-50	Clc1ccccc1Oc1ncccc1/C(=N\O)/NC1CCCCC1	4.52
E-logD7.4-51	O\N=C(/NC1CCCCC1)\c1ccccc1-c1ccccc1	4.53
E-logD7.4-53	o1cc(nc1-c1ccc(OC(C)C)cc1)CNC(CCCCC)C	4.56
E-logD7.4-54	O\N=C(/NC1CCCCC1)\c1ccc(cc1)CC	4.6
E-logD7.4-55	o1cc(nc1-c1ccc(OCCCC)cc1)CNCCC1N(CCC1)C	4.64
E-logD7.4-56	o1cc(nc1-c1ccc(cc1)C)CNC(CCCCC)C	4.66
E-logD7.4-57	O\N=C(/NCC(C)(C)C)\c1ccccc1-c1ccccc1	4.67
E-logD7.4-58	o1cc(nc1-c1ccc(Oc2ccccc2)cc1)CNC(CCCCC)C	4.67
E-logD7.4-59	o1cc(nc1-c1ccc(cc1)CCCC)CNCCC1N(CCC1)C	4.69
E-logD7.4-6	O\N=C(/NC1CCCCC1)\c1cccnc1	2.82
E-logD7.4-60	Fc1ccc(cc1)-c1nn2c(N=C(C=C2NCCCN2CCCC2=O)c2ccccc2)c1	4.77
E-logD7.4-61	Fc1cc(ccc1)-c1nn2c(N=C(C=C2NCCCN2CCCC2)c2ccccc2)c1	4.79
E-logD7.4-62	o1cc(nc1-c1cc(OCC)ccc1)CNC(CCCCC)C	4.83
E-logD7.4-63	Fc1ccc(cc1)-c1nn2c(N=C(C=C2NCCCN(CC)CC)c2ccccc2)c1	4.84
E-logD7.4-65	o1cc(nc1-c1ccc(cc1)CCCC)CNCCN1CCCC1	4.89
E-logD7.4-66	o1cc(nc1-c1ccc(cc1)-c1ccccc1)CNC(CCCCC)C	4.94
E-logD7.4-67	o1cc(nc1-c1ccc(OCC)cc1)CNC(CCCCC)C	4.95
E-logD7.4-7	N(C(=N)c1ccccc1-c1ccccc1)C1CCCCC1	2.87
E-logD7.4-70	o1cc(nc1-c1ccc(OCCCC)cc1)CNC(CCCCC)C	5.01
E-logD7.4-71	Clc1ccc(cc1)-c1occ(n1)CNC(CCCCC)C	5.02
E-logD7.4-72	Clc1cc(ccc1)-c1occ(n1)CNC(CCCCC)C	5.02
E-logD7.4-77	o1cc(nc1-c1ccc(OCCCCC)cc1)CNCCC1N(CCC1)C	5.2
E-logD7.4-8	O(C)c1ccc(cc1)/C(=N/O)/CNC1CCCCC1	2.93
E-logD7.4-85	o1cc(nc1-c1ccc(OCC)cc1)CNC1C[C@@H]2C[C@H]([C@H]1C)C2(C)C	5.22
E-logD7.4-86	o1cc(nc1-c1ccc(OCCCC)cc1)CNC1CCCCCC1	5.34
E-logD7.4-87	o1cc(nc1-c1ccc(cc1)C(C)(C)C)CNC1CCCCCC1	5.41
E-logD7.4-88	o1cc(nc1-c1ccc(cc1)CCCC)CNC1CCCCCC1	5.49
E-logD7.4-89	o1cc(nc1-c1ccc(OCC)cc1)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C	5.5
E-logD7.4-9	Fc1ccc(N\C(=N/O)\c2ccc(OC)cc2)cc1	3.02
E-logD7.4-90	o1cc(nc1-c1ccc(cc1)CCCC)CNC(CCCCC)C	5.51
E-logD7.4-91	o1cc(nc1-c1ccc(cc1)CCCC)CNC1CC(CC(C1)C)(C)C	5.99
E-logD7.4-92	o1cc(nc1-c1ccc(OCCCCC)cc1)CNC1CC(CC(C1)C)(C)C	6.02
E-logD7.4-93	o1cc(nc1-c1ccc(OCCCCC)cc1)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C	6.45
E-logD7.4-94	o1cc(nc1-c1ccc(OCCCCC)cc1)CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C	6.5
E-logD7.4-95	o1cc(nc1-c1ccc(cc1)CCCC)CN[C@@H]1C[C@@H]2C[C@H]([C@H]1C)C2(C)C	6.6
E-logD7.4-96	o1cc(nc1-c1ccc(cc1)CCCC)CNC[C@H]1[C@@H]2C[C@H](CC1)C2(C)C	6.68
F-logD7.4-12	OC1=CC=CN(CC(=O)NC(C)C)C1=O	-0.34
F-logD7.4-13	OC1=CC=CN(CC(=O)NCCC)C1=O	-0.24
F-logD7.4-14	OC1=CC=CN(C)C1=O	-0.22
F-logD7.4-15	OC1=CC=CN(CC)C1=O	0.2
F-logD7.4-17	OC1=CC=CN(CC(=O)NCCCC)C1=O	0.33
F-logD7.4-21	OC1=CC=CN(CCCC)C1=O	1.2
F-logD7.4-27	OC=1C(=O)C=CN(CCCN)C=1C	-2.1
F-logD7.4-30	OC=1C(=O)C=CN(CCC(=O)NC)C=1C	-1.1
F-logD7.4-49	OC=1C(=O)C=CN(CCC(=O)NCCCC)C=1C	0.1
F-logD7.4-52	OC=1C(=O)C=CN(CC)C=1CC	0.25
F-logD7.4-6	OC1=CC=CN(CC(=O)NC)C1=O	-1.15
F-logD7.4-60	OC=1C(=O)C=CN(CCCCCC)C=1CC	2.28
F-logD7.4-61	OC=1C(=O)C=CN(CCCCCCCC)C=1C	2.88
G-logD7.4-26	O(C)C1=CC=C2c3c(cc(OC)c(OC)c3OC)CC[C@H](NC(=O)C)C2=CC1=O	0.9
G-logD7.4-60	Clc1cc(N2CCN(CC2)CCCN2N=C(N(CCOc3ccccc3)C2=O)CC)ccc1	4.83
G-logD7.4-62	Clc1cc(Cl)ccc1[C@@]1(O[C@H](CO1)COc1ccc(N2CCN(CC2)c2ccc(N3C=NN(C(CC)C)C3=O)cc2)cc1)Cn1ncnc1	5.79
H-logDsf-8	N1(CCC(CC1)=C1c2c(C=Cc3c1cccc3)cccc2)C	3.11
I-logDoct-PBS-11	n1cccnc1Cc1cc(ccc1)CN	-1.11
I-logDoct-PBS-12	n1cccnc1Cc1cc(ccc1)C(N)=N	-1.03
I-logDoct-PBS-13	n1n(ccc1)Cc1cc(ccc1)CN	-0.77
I-logDoct-PBS-14	OC(=O)c1cc(ccc1)Cn1c2c(nc1)cccc2	-0.72
I-logDoct-PBS-15	OC(=O)c1ccc(cc1)Cn1c2c(nc1)cccc2	-0.61
I-logDoct-PBS-16	O=C(N)c1cc(ccc1)Cn1ccnc1	-0.01
I-logDoct-PBS-17	n1c2c(n(c1)Cc1cc(ccc1)CN)cccc2	0.21
I-logDoct-PBS-18	[nH]1nc(nn1)-c1cc(ccc1)Cn1c2c(nc1)cccc2	0.27
I-logDoct-PBS-19	O=C(N)c1cc(ccc1)Cc1ncccn1	0.28
