logP,Temperature,smiles
0.51,,CN(N=Cc1ccccc1)P(=O)(N1CC1)N1CC1
0.48,,CN(N=Cc1ccc(F)cc1)P(=O)(N1CC1)N1CC1
0.31,,CN(N=Cc1ccc(Br)cc1)P(=O)(N1CC1)N1CC1
0.47,,COc1ccc(C=NN(C)P(=O)(N2CC2)N2CC2)cc1
0.51,,CN(N=Cc1ccc([N+](=O)[O-])cc1)P(=O)(N1CC1)N1CC1
0.56,,O=P(N1CC1)(N1CC1)N(N=Cc1ccccc1)c1ccccc1
0.56,,O=P(N1CC1)(N1CC1)N(N=Cc1ccc(F)cc1)c1ccccc1
0.57,,COc1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1
0.57,,O=[N+]([O-])c1ccc(C=NN(c2ccccc2)P(=O)(N2CC2)N2CC2)cc1
0.57,,O=[N+]([O-])c1ccc(N(N=Cc2ccccc2)P(=O)(N2CC2)N2CC2)cc1
0.45,,CC(C)=NNP(=O)(N1CC1)N1CC1
0.51,,CC(C)=NN(C)P(=O)(N1CC1)N1CC1
0.57,,CC(C)=NN(c1ccccc1)P(=O)(N1CC1)N1CC1
0.35,,O=P(N1CC1)(N1CC1)N(N=Cc1ccc(Cl)cc1)c1ccccc1
0.45,,O=P(NN=Cc1ccc(F)cc1)(N1CC1)N1CC1
1.67,,CC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
2.42,,N#Cc1ccc(C=CC(=O)C(F)(F)F)cc1
2.45,,N#Cc1cccc(C=CC(=O)C(F)(F)F)c1
0.71,,CC(O)CC(F)(F)F
0.72,,O=C(O)CCC1=NS(=O)(=O)c2ccc(Cl)cc2N1
1.04,,O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1
1.5,,O=C(O)CCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1
1.35,,O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1
0.16,,Cc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O
0.18,,COc1ccc2c(c1)N=C(CCC(=O)O)NS2(=O)=O
1.3,,O=C(O)CCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1
0.83,,O=C(O)CCCC1=NS(=O)(=O)c2ccc(Cl)cc2N1
0.83,,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)ccc2N1
1.22,,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)cc(Cl)c2N1
1.8,,O=C(O)CCCC1=NS(=O)(=O)c2cc(Cl)c(Cl)cc2N1
1.02,,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)ccc2N1
1.51,,O=C(O)CCCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1
0.33,,Cc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O
0.12,,COc1ccc2c(c1)N=C(CCCC(=O)O)NS2(=O)=O
1.24,,O=C(O)CCCC1=NS(=O)(=O)c2ccc(C(F)(F)F)cc2N1
0.89,,Cc1cccc(Cl)c1C(N)=O
3.63,,Cc1cc(OCCN(C)C)c(C(C)C)cc1OC1CCCCC1=O
4.25,,Cc1cc(OCCNCc2cc(O)c3ccccc3c2O)c(C(C)C)cc1O
1.64,,CC(=O)Oc1ccc(OCCN(C)C)cc1C
-0.7,,CN=C(NC)N[N+](=O)[O-]
0.1,,CCOCCOCCOP(=O)(N1CC1)N1CC1
0.38,,CCOCCOCCOP(=S)(N1CC1)N1CC1
3.11,,N#CC(C#N)=NNc1ccccc1Br
4.2,,N#CC(C#N)=NNc1ccccc1C(F)(F)F
3.08,,Cc1ccc(C)c(NN=C(C#N)C#N)c1
-0.6,,C=CC(=O)NCCCN(CCO)CCO
1.63,,N#Cc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1.44,,CCN(CC)C(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
1.48,,C=CCN1CCc2[nH]c(=N)sc2CC1
4.0,,O=C(O)CCCCOc1cccc2ccccc12
4.5,,O=C(O)CCCCCOc1cccc2ccccc12
-1.01,,O=C1CCC(c2ccc[n+]([O-])c2)N1
-0.8,,NC(=O)c1ccccc1NCC(O)CO
0.62,,CC(O)CNc1ccccc1C(N)=O
2.27,,CCCCOCCNc1ccccc1C(N)=O
2.99,,CCCCOCCNc1ccc(Cl)cc1C(N)=O
2.94,,Cc1ccccc1OCCNc1ccccc1C(N)=O
1.26,,NC(=O)c1cc(Cl)ccc1NCCO
2.38,,CCCOc1ccccn1
4.0,,CCCCCCCCCCCCn1cc(C(O)OC)cc1O
3.0,,C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1
0.71,,Cc1cccc(C)c1NC(=O)CCCN
1.02,,Cc1cccc(C)c1NC(=O)CCCCN
1.29,,Cc1cccc(C)c1NC(=O)CCCCCN
1.08,,Cc1cccc(C)c1NC(=O)CCC(C)N
2.95,,CCN(CC)CCCCCC(=O)Nc1c(C)cccc1C
2.84,,CCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1
2.25,,CCOCCNCC(O)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1
2.25,,OC(CNCCc1ccncc1)COc1ccc(-c2nc(-c3cccs3)c[nH]2)cc1
1.24,,CCCCNC(=O)NCCNCC(O)COc1ccc(-c2nc(C)c[nH]2)cc1
1.29,,COc1ccc(CCNCC(O)COc2ccc(COCc3ncc[nH]3)cc2)cc1OC
1.89,,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC
2.14,,COc1ccc(CCNCC(O)COc2ccc(-c3nc(C(C)=O)c(C)[nH]3)cc2)cc1OC
2.06,,COCCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1
2.4,,COc1ccc(CCNCC(O)COc2ccc(-c3nc(Cl)c[nH]3)cc2)cc1OC
2.3,,CCOC(=O)c1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1
6.47,,N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3[nH]c-2cc1=Nc1ccc(Cl)cc1
0.27,,CC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1
1.34,,CCCC(=O)OCOc1ccccc1C(=O)NCN1CCOCC1
1.81,,CC(C)(C)C(=O)OCOc1ccccc1C(=O)NCN1CCOCC1
0.52,,CC(=O)OCOc1ccccc1C(N)=O
1.71,,COCc1c[nH]c(-c2ccc(OCC(O)CNCCc3ccc(OC)c(OC)c3)cc2)n1
1.49,,COc1cc(S(C)=O)ccc1-c1cn2ccnc(OC)c2n1
0.7,,COc1cc(C(N)=O)ccc1-c1cn2cccnc2n1
1.11,,COc1cc(S(C)=O)ccc1-c1cn2ccncc2n1
1.88,,CN=c1[nH]ccn2cc(-c3ccc(S(C)=O)cc3OC)nc12
1.82,,CN=c1[nH]c2c3cccnc3ccc2n1C
2.28,,CN(C)c1nc2c3cccnc3ccc2n1C
3.1,,Cc1ccccc1C1=CCN(C)CC1
2.83,,CN(C)C(=O)Nc1cccc(Cc2ccccc2)c1
3.21,,CN(C)C(=O)Nc1cccc(CCc2ccccc2)c1
2.77,,CCN=c1[nH]c(Cl)nc(=NC2CCC2)[nH]1
4.74,,CCCCCC(C)N=c1[nH]c(Cl)nc(=NCC)[nH]1
0.3,,CNC(=O)N=c1[nH]onc1C
3.14,,COc1c(OC)c(OC(C)=O)c2cc(C)c(C)cc2c1OC(C)=O
0.53,,N=C(N)NN=Cc1ccc(Cl)c([N+](=O)[O-])c1
0.53,,N=C(N)NN=Cc1ccccc1[N+](=O)[O-]
-0.55,,CN(C)C(N(C)C)=S(I)c1ccccc1F
-0.53,,CN(C)C(N(C)C)=S(I)c1cccc(F)c1
-0.19,,CN(C)C(N(C)C)=S(I)c1ccccc1Cl
-0.17,,CN(C)C(N(C)C)=S(I)c1cccc(Cl)c1
0.06,,CN(C)C(N(C)C)=S(I)c1ccccc1Br
0.01,,CN(C)C(N(C)C)=S(I)c1cccc(Br)c1
0.3,,CN(C)C(N(C)C)=S(I)c1ccccc1I
0.29,,CN(C)C(N(C)C)=S(I)c1cccc(I)c1
0.28,,CN(C)C(N(C)C)=S(I)c1ccc(I)cc1
0.49,,CN(C)C(N(C)C)=S(I)c1ccc(Cl)c(Cl)c1
0.05,,CN(C)C(N(C)C)=S(I)c1cc(Cl)ccc1Cl
0.68,,CN(C)C(N(C)C)=S(I)c1cc(Cl)c(Cl)cc1Cl
0.45,,Cc1ccc(S(I)=C(N(C)C)N(C)C)cc1Cl
5.12,,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl
1.36,,Oc1c2c(c(O)n1CCCCN1CCN(c3ncccn3)CC1)C1C=CC2C1
2.72,,O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccccc1
2.7,,COc1ccc(I)cc1Cc1c[nH]c(=N)[nH]c1=N
2.55,,C#CCN1C(=O)COc2cc(F)c(-n3c(O)c4c(c3O)CCC=C4)cc21
7.5,,Clc1cc2c(Cl)cc(Cl)c(Cl)c2c(Cl)c1Cl
7.7,,Clc1cc2c(Cl)c(Cl)c(Cl)c(Cl)c2cc1Cl
2.64,,COCN(C#N)C1CC(OC2=CC(O)(C(C)=O)Cc3c2c(O)c2c(O)c4c(OC)cccc4c(O)c2c3O)OC(C)C1O
2.29,,ON=Cc1nc(Cc2ccccc2)no1
2.4,,ON=Cc1noc(-c2ccccc2)n1
2.02,,CCN(CC)CCSC(=NO)c1nc(C(C)(C)C)no1
3.87,,CCN(CC)CCSC(=NO)c1nc(-c2cccc3ccccc23)no1
2.18,,COc1cc(S(=O)(=O)CCN(C)Cc2ccccc2)cc(OC)c1OC
0.03,,COc1cccc2c(O)c3c(O)c4c(c(O)c3c(O)c12)=C(OC1CC(N(CC#N)CC(=O)O)C(O)C(C)O1)CC(O)(C(C)=O)C=4
0.93,,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1
2.09,,Cn1c(=N)[nH]c2cc(Cl)ccc21
0.02,,O=C(OCCCl)n1cc(F)c(=O)[nH]c1=O
5.2,,CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C
3.37,,CCC(O)(C(=O)O)c1ccc(CC(C)C)cc1
1.66,,CCCC(=O)OCOc1ccccc1C(N)=O
2.0,,CC(C)(C)C(=O)OCOc1ccccc1C(N)=O
2.44,,COC(=O)Nc1ccccc1I
0.48,,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1O
-0.6,,CC1(C)CC(NC(=O)NP(=O)(N2CC2)N2CC2)C(C)(C)N1O
0.51,,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)C(C)(C)N1O
0.55,,CC1(C)CC(NC(=O)NP(=O)(N2CC2(C)C)N2CC2(C)C)CC(C)(C)N1
1.98,,CC1(C)CN1P(=O)(NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC1(C)C
5.41,,c1cc(CN2CCCCC2)cc(OCCCN=c2[nH]c3ccccc3s2)c1
2.47,,Cc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1
0.69,,COC(=O)c1c(C)no[n+]1[O-]
0.56,,COC(=O)c1no[n+]([O-])c1C
3.24,,O=C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
1.8,,O=C(O)c1cc(O)c(C(O)C2CC2)c(O)c1
6.11,,Clc1ccc(Oc2c(Cl)cc(Cl)cc2Cl)c(Cl)c1
4.61,,CN(c1nc2ccccc2s1)C1CCN(CC(O)COc2ccc(F)cc2)CC1
2.52,,OC(CNCC(O)COc1ccccc1)COc1ccccc1
0.38,,NS(=O)(=O)c1ccc(SCCO)s1
0.85,,NS(=O)(=O)c1ccc(SCCCO)s1
-0.54,,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)s1
-0.36,,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)s1
0.17,,CC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1
-0.14,,COCC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1
3.0,,CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)N1CCCC1=O
2.47,,COC(=O)N=c1[nH]c2cc(C(=O)c3ccccc3)ccc2n1C(=O)OC
3.71,,CC(C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1)C(F)(F)F
2.37,,O=C(COc1ccccc1)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1
2.61,,O=C1CC(c2cccc(O)c2)Oc2cc(O)cc(O)c21
-0.17,,CCCn1ccc(=O)c(O)c1
-0.02,,CC(C)n1ccc(=O)c(O)c1
0.72,,CCCCn1ccc(=O)c(O)c1
1.78,,COc1ccc2sc(C(=O)N=c3nn[nH][nH]3)c(OC(C)C)c2c1
2.8,,Cc1cccc(C)c1NN=C(C#N)C#N
1.63,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2
1.82,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOc1ccccc1OCCO2
-0.09,,c1ccc2c(c1)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO2
-0.96,,O=C(Cn1cnc([N+](=O)[O-])n1)N1CCOCC1
-1.59,,O=C(Cn1cnc([N+](=O)[O-])n1)NCCO
-0.49,,COCC(O)Cn1cnc([N+](=O)[O-])n1
-0.07,,CCOCC(O)Cn1cnc([N+](=O)[O-])n1
0.89,,CCCCNC(=O)Cn1cnc([N+](=O)[O-])n1
-0.72,,O=[N+]([O-])c1ncn(CC(O)CN2CC2)n1
0.05,,O=[N+]([O-])c1ncn(CC(O)CCl)n1
-0.74,,O=C(CCn1cnc([N+](=O)[O-])n1)N1CCOCC1
8.2,,CCOc1ccc([Si](C)(C)CCCc2ccc(F)c(Oc3ccccc3)c2)cc1
1.76,,CC(C)NCC(O)COCCc1ccccc1
1.63,,CC(C)NCC(O)COCCOc1ccccc1
2.15,,CC(C)NCC(O)COCC=Cc1ccccc1
1.99,,CNC(=S)NCC(F)(F)C(F)(F)C(F)(F)F
0.93,,CS(=O)CCCOc1ccc([N+](=O)[O-])cc1
1.1,,CCCOc1ccc([N+](=O)[O-])c(S(C)(=O)=O)c1
0.97,,NS(=O)(=O)CCCOc1ccc([N+](=O)[O-])cc1
1.39,,NC(=O)CCCCOC(=O)c1ccccc1
3.12,,Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1
2.71,,Cc1ccc(S(=O)(=O)c2ccc(N)cc2)c(C)c1
1.64,,COc1ccc(S(=O)(=O)c2ccc(N)cc2)c(OC)c1
1.29,,Nc1ccc(S(=O)(=O)c2ccc(O)cc2O)cc1
1.03,,COc1cc(OC)c(S(=O)(=O)c2ccc(N)cc2)c(OC)c1
1.53,,Nc1ccc(S(=O)(=O)c2c(O)cc(O)cc2O)cc1
3.9,,C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
-0.61,,O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1I
2.3,,O=C(CN1CCCCC1)NC1COc2ccccc21
0.81,,O=C(CN1CCOCC1)NC1COc2ccccc21
2.88,,CCN(CC)CC(=O)NC1COc2ccc(Cl)cc21
4.44,,CCCCN(CCCC)CC(=O)NC1COc2ccc(Cl)cc21
2.47,,O=C(CN1CCCC1)NC1COc2ccc(Cl)cc21
3.01,,O=C(CN1CCCCC1)NC1COc2ccc(Cl)cc21
1.55,,O=C(CN1CCOCC1)NC1COc2ccc(Cl)cc21
2.69,,CCN(CC)CC(=O)NC1COc2ccc(C)cc21
4.43,,CCCCN(CCCC)CC(=O)NC1COc2ccc(C)cc21
2.24,,Cc1ccc2c(c1)C(NC(=O)CN1CCCC1)CO2
2.78,,Cc1ccc2c(c1)C(NC(=O)CN1CCCCC1)CO2
1.38,,Cc1ccc2c(c1)C(NC(=O)CN1CCOCC1)CO2
4.24,,CCCCN(CCCC)CC(=O)NC1COc2cc(OC)ccc21
2.41,,COc1ccc2c(c1)OCC2NC(=O)CN1CCCCC1
0.92,,COc1ccc2c(c1)OCC2NC(=O)CN1CCOCC1
2.2,,CCN(CC)CC(=O)NC1COc2ccccc21
4.15,,CCCCN(CCCC)CC(=O)NC1COc2ccccc21
1.76,,O=C(CN1CCCC1)NC1COc2ccccc21
0.74,,NS(=O)(=O)c1cc2c(s1)SCCC2=O
0.91,,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2
-0.04,,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O
-1.01,,NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O
-0.2,,NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O
-0.16,,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2
4.61,,COC(=O)C1=C(C)N=C(C)C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1
0.86,,Cc1[nH]c(Br)nc1[N+](=O)[O-]
0.82,,Cc1nc(Br)n(C)c1[N+](=O)[O-]
0.39,25.0,Cc1c([N+](=O)[O-])nc(Br)n1C
-0.04,,CCOC(=O)OCn1cc(F)c(=O)[nH]c1=O
0.15,,CCOC(=O)OCn1c(=O)[nH]cc(F)c1=O
1.11,,O=C(OCn1c(=O)[nH]cc(F)c1=O)Oc1ccccc1
6.49,,Clc1cc(Cl)c(Oc2cc(Cl)c(Cl)cc2Cl)c(Cl)c1
6.84,,Clc1ccc(Oc2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1
0.82,,CNC(=O)ON=C1SCOC1(C)C
0.49,,CNC(=O)ON=C1CSCCS1
1.51,,CNC(=O)ON=C1SCCSC1(C)C
0.51,,CNC(=O)ON=C1CSCS1
0.91,,CNC(=O)ON=C1SCSC1C
1.31,,CNC(=O)ON=C1SCSC1(C)C
1.33,,CNC(=O)ON=C1CSC(C)(C)S1
0.99,,CNC(=O)COC(=O)c1ccccc1
1.88,,CCCNC(=O)COC(=O)c1ccccc1
2.26,,CC(C)(C)NC(=O)COC(=O)c1ccccc1
0.09,,NC(=O)CNC(=O)COC(=O)c1ccccc1
1.07,,CN(C)C(=O)COC(=O)c1ccccc1
2.65,,CCCN(CCC)C(=O)COC(=O)c1ccccc1
2.56,,CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C
3.91,,CCCCN(CCCC)C(=O)COC(=O)c1ccccc1
2.34,,C=CCN(CC=C)C(=O)COC(=O)c1ccccc1
0.58,,CN(CCO)C(=O)COC(=O)c1ccccc1
0.93,,CCN(CCO)C(=O)COC(=O)c1ccccc1
0.17,,O=C(OCC(=O)N(CCO)CCO)c1ccccc1
0.08,,CN(CC(N)=O)C(=O)COC(=O)c1ccccc1
1.56,,CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1
0.67,,CN(CC(=O)O)C(=O)COC(=O)c1ccccc1
1.95,,O=C(OCC(=O)N1CCCCC1)c1ccccc1
0.9,,O=C(OCC(=O)N1CCOCC1)c1ccccc1
0.2,,NC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1
0.96,,CNC(=O)ON=C1SC(C)OC1C
0.68,,NS(=O)(=O)c1cc2c(s1)SCCC2O
-0.44,,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2
0.48,,NS(=O)(=O)c1cc2c(s1)C(O)CCS2
-0.59,,NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O
-0.7,,NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O
3.44,,Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1
-0.92,,NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O
1.47,,CN1CC=C(c2cccc(N)c2)CC1
1.48,,CN1CC=C(c2ccc(N)cc2)CC1
-0.35,,NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O
3.78,,CCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc1ccccc1
4.75,,CCCCCC(=O)OCC(Cc1cncn1C)C(CC)C(=O)OCc1ccccc1
4.55,,CCC(C(=O)OCc1ccc(C)cc1)C(COC(=O)C(C)(C)C)Cc1cncn1C
-0.5,,N=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Br
-1.09,,N=c1[nH]c(=O)n(C2CCC(CO)O2)cc1F
3.26,,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCCCC(=O)O
1.61,,CC(CCO)CC(F)(F)F
2.85,,Cc1cc2n(c1C(=O)c1ccccc1)CCC2C(=O)O
2.97,,Cc1cc2n(c1C(=O)c1ccc(F)cc1)CCC2C(=O)O
1.05,,CCC(=O)C1(c2cccc(OC(C)=O)c2)CCN(C)CC1
0.59,,COc1cccc(Cl)c1C(N)=O
3.75,,Cc1cccc([N+](=O)[O-])c1C(=O)NC(=O)Nc1ccc(Cl)cc1
4.35,,COc1ccccc1C(=O)NC(=O)Nc1ccc(Cl)cc1
0.63,,NC(=O)c1c(F)cccc1Br
0.12,,NC(=O)c1c(Cl)cccc1[N+](=O)[O-]
0.28,,NC(=O)c1c(Br)cccc1[N+](=O)[O-]
3.7,,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1
2.24,,N=c1[nH]cnc2c1nc(Sc1ccc(Cl)cc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
2.05,,CC(C)(C)Sc1nc2c(=N)[nH]cnc2n1C1OC2COP(=O)(OCc3ccccc3)OC2C1O
1.92,,N=c1[nH]cnc2c1nc(SCc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
1.62,,CSc1nc2c(=N)[nH]cnc2n1C1OC2COP(=O)(OCc3ccccc3)OC2C1O
1.67,,N=c1[nH]cnc2c1nc([Se]Cc1ccccc1)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
1.58,,N=c1[nH]cnc2c1nc(Br)n2C1OC2COP(=O)(OCc3ccccc3)OC2C1O
-0.46,,N=c1[nH]c(=N)c2ncn(C3CCC(CO)O3)c2[nH]1
3.8,,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC
-0.2,,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1
1.07,,Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=S
1.17,,N#Cc1cc(-c2ccncc2)c[nH]c1=NCCO
0.79,,CC(O)CN=c1[nH]cc(-c2ccncc2)cc1C#N
1.04,,CCC(CO)N=c1[nH]cc(-c2ccncc2)cc1C#N
1.42,,N#Cc1cc(-c2ccncc2)c[nH]c1=NCCCO
1.93,,N#Cc1cc(-c2ccncc2)c[nH]c1=NCCCCO
1.65,,CC(O)COc1ncc(-c2ccncc2)cc1C#N
1.91,,Cc1[nH]c(=NCCN)c(C#N)cc1-c1ccncc1
2.72,,Cc1[nH]c(=NCC(C)O)c(C#N)cc1-c1ccccc1
2.72,,Cc1[nH]c(=NCCCO)c(C#N)cc1-c1ccccc1
3.65,,Cc1nc(N2CCOCC2)c(C#N)cc1-c1ccccc1
3.15,,Cc1nc(N2CCNCC2)c(C#N)cc1-c1ccccc1
2.86,,COc1ccc(-c2cc(C#N)c(Cl)nc2C)cc1OC
3.38,,COc1ccc(-c2cc(C#N)c(Cl)nc2C)cc1
0.36,,NS(=O)(=O)c1ccc(SCCO)cc1
-0.85,,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)cc1
0.8,,NS(=O)(=O)c1ccc(SCCCO)cc1
1.4,,CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1
1.04,,NS(=O)(=O)c1ccc(SCCCCCO)cc1
-0.64,,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)cc1
-0.09,,CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1
0.38,,NS(=O)(=O)c1ccc(SCCO)c([N+](=O)[O-])c1
0.96,,NS(=O)(=O)c1ccc(SCCCO)c([N+](=O)[O-])c1
-0.05,,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c([N+](=O)[O-])c1
-0.48,,Nc1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO
0.74,,COC(=O)c1cc(S(N)(=O)=O)ccc1SCCCO
-0.3,,COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO
0.72,,NS(=O)(=O)c1ccc(SCCO)c(F)c1
1.59,,NS(=O)(=O)c1ccc(SCCCO)c(Cl)c1
0.99,,NS(=O)(=O)c1ccc(SCCCO)c(F)c1
1.28,,NS(=O)(=O)c1ccc(SCCCCO)c(F)c1
-0.6,,NS(=O)(=O)c1ccc(S(=O)(=O)CCO)c(F)c1
-0.41,,NS(=O)(=O)c1ccc(S(=O)(=O)CCCO)c(F)c1
-0.26,,NS(=O)(=O)c1ccc(S(=O)(=O)CCCCO)c(F)c1
0.26,,O=C(O)C=CC(=O)c1cccnc1
0.2,,CC(C)OC(=O)n1cc(F)c(=O)[nH]c1=O
1.56,,c1ccc(Cn2nccn2)cc1
0.8,,CC(C)(C)C1(C)C(=O)NC(=O)NC1=O
7.07,,Clc1ccc(Oc2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl
7.13,,Clc1cc(Cl)c(Oc2c(Cl)c(Cl)cc(Cl)c2Cl)cc1Cl
-0.48,,N=c1[nH]c(=N)c2ncn(C3C=CC(CO)O3)c2[nH]1
-1.3,,CC(=O)N=c1[nH]c(=O)c2ncn(COCCO)c2[nH]1
-0.14,,N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F
-0.18,,N=c1[nH]cnc2c1ncn2C1OC(CO)CC1F
3.65,,NC1C2CCC1c1cccc(C(F)(F)F)c1C2
3.59,,NC1C2CCC1c1cc(C(F)(F)F)ccc1C2
3.28,,CC#Cc1cc(C)[nH]c(=Nc2ccccc2)n1
1.63,,NC1C2CCC1c1ccccc1C2
3.41,,NC1C2CCC1c1cccc(C(F)(F)F)c1C2
3.54,,NC1C2CCC1c1ccc(C(F)(F)F)cc1C2
3.45,,NC1C2CCC1c1cc(C(F)(F)F)ccc1C2
0.57,,CC(C)OC(=O)C(N)Cc1ccc(O)c(O)c1
3.73,,O=C(c1ccccc1)N(NC(=S)Nc1ccccc1)c1ccccc1
2.68,,COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC
3.67,,Cc1ccccc1OCC(O)CNCC(O)COc1ccccc1C
2.95,,OC(Cn1ccnc1)(c1ccc(F)cc1)c1ccc(F)cc1
3.9,,CNC(=O)N(C)C(=O)Nc1cc(Cc2ccccc2)ccc1F
3.23,,CCc1ccc(F)c(NC(=O)N(C)C(=O)NC)c1
2.4,,CNC(=O)N(C)C(=O)Nc1cc(F)ccc1F
3.53,,CNC(=O)N(C)C(=O)Nc1cc(C(C)C)ccc1F
3.58,,CNC(=O)N(C)C(=O)Nc1cc(I)ccc1F
3.08,,CNC(=O)N(C)C(=O)Nc1cc(OC(C)C)ccc1F
1.82,,CNC(=O)N(C)C(=O)Nc1cc(C(C)=O)ccc1F
3.78,,CNC(=O)N(C)C(=O)Nc1cc(-c2ccccc2)ccc1F
2.14,,CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F
4.46,,CCC(CC)c1ccc(F)c(NC(=O)N(C)C(=O)NC)c1
